AT,EV,AP,RH,PE
12.5,41.38,1021.87,57.59,474.4
14.59,42.44,1012.7,83.92,470.86
13.21,40.03,1018.12,82.98,469.75
19.72,44.78,1009.27,39.18,464.54
5.54,41.38,1020.47,82.91,490.07
24.01,42.48,1011.39,55.1,453.12
18.7,52.72,1024.84,57.72,458.06
7.19,38.91,1016.53,88.61,486.05
25.15,68.61,1011.03,53.59,447.91
26.93,67.07,1005.65,60.26,437.76
26.6,61.02,1010.26,66.16,436.19
29.15,69.48,1008.68,55.78,430.54
26.37,70.79,1005.31,77.3,428.5
29.1,70.4,1003.97,77.57,430.98
27.58,73.06,1009.63,88.31,438.1
9.37,40.11,1024.94,75.03,471.13
22.07,58.95,1017.98,75.83,442.4
14.72,39.0,1016.42,76.42,464.93
30.36,69.82,1010.02,54.22,439.05
18.13,60.1,1009.67,84.75,455.82
26.75,56.57,1013.76,57.93,443.92
11.48,44.58,1016.43,80.15,478.53
23.07,65.46,1014.07,46.77,446.19
32.16,68.14,1004.86,37.77,429.64
28.92,61.02,1011.19,56.13,436.76
24.32,71.14,1011.71,71.65,435.34
9.3,38.18,1017.19,71.51,480.14
23.27,64.15,1020.98,71.18,452.26
27.1,73.21,1002.97,89.68,430.87
26.36,54.5,1015.35,66.87,451.81
16.32,43.5,1021.3,72.6,460.07
8.81,43.14,1012.46,73.99,481.56
22.21,61.87,1010.9,54.22,446.62
10.55,41.55,1005.02,63.24,473.99
12.36,45.09,1013.05,88.4,467.2
11.82,41.26,1020.74,91.14,466.95
22.86,62.4,1010.59,78.24,445.66
18.15,58.46,1017.42,88.24,449.48
26.3,77.95,1009.45,78.72,437.95
8.56,40.71,1021.27,95.87,471.58
24.01,46.93,1013.3,52.24,448.35
19.08,44.63,1020.14,43.36,459.81
9.55,41.44,1015.07,85.94,481.75
9.13,39.16,1014.14,86.17,484.86
17.79,45.01,1015.71,67.13,454.4
25.89,58.86,1014.16,52.95,445.17
23.56,49.16,1002.54,69.07,443.02
16.0,43.34,1013.89,78.39,462.33
25.06,62.39,1008.09,82.56,438.31
4.08,35.19,1018.87,97.07,489.44
29.77,69.48,1009.8,52.6,432.69
10.51,44.78,1012.59,85.29,474.77
14.82,42.74,1028.04,69.81,466.34
26.67,59.44,1012.01,58.83,441.29
33.7,68.27,1007.16,50.41,427.4
7.18,38.56,1016.49,70.37,487.63
18.89,58.66,1010.96,84.07,453.33
17.44,44.88,1018.05,68.35,465.72
26.23,59.14,1016.98,75.54,437.85
26.96,73.68,1013.81,84.77,429.48
22.49,69.84,1006.78,73.76,437.57
20.98,60.1,1011.07,79.44,450.95
8.09,43.02,1014.79,81.06,484.35
19.19,63.31,1016.88,66.58,453.16
5.68,40.77,1022.49,90.6,487.58
15.2,39.0,1016.1,72.76,463.88
15.47,48.98,1016.42,89.85,457.55
7.19,41.39,1018.12,90.76,486.35
23.73,61.02,1009.71,78.7,442.22
10.78,41.93,1015.56,95.71,478.88
27.04,65.06,1013.33,52.37,439.84
24.41,69.48,1008.34,76.13,435.38
25.63,72.99,1008.2,86.8,436.64
27.01,43.21,1011.71,77.84,434.09
6.22,38.68,1017.87,69.41,483.55
27.77,63.87,1017.97,38.77,444.06
19.6,48.14,1013.18,68.71,456.57
26.7,49.02,1007.68,67.97,438.92
21.61,64.63,1020.86,69.73,451.02
18.43,56.03,1020.41,60.55,465.17
27.58,57.19,1007.88,52.95,435.7
18.58,44.6,1016.61,48.15,459.06
24.26,66.44,1011.33,55.32,445.63
12.23,41.58,1018.76,87.66,464.45
26.38,71.58,1011.02,80.9,434.26
5.28,45.87,1008.25,97.88,479.91
23.21,62.44,1011.78,76.66,442.47
9.16,41.03,1021.3,76.08,484.96
30.68,73.67,1005.63,57.05,429.64
30.34,75.08,1005.32,52.97,437.26
18.35,62.1,1019.97,78.36,455.29
16.71,46.18,1012.06,96.6,458.4
6.64,39.04,1018.84,74.94,481.53
17.3,57.76,1016.26,87.74,455.75
24.8,61.02,1009.86,71.75,438.96
31.56,66.44,1008.91,64.16,430.11
26.59,69.13,1009.27,73.96,430.11
24.28,68.31,1009.94,77.08,440.07
24.44,69.13,1011.1,87.62,434.34
26.0,69.89,1015.12,73.06,433.5
25.91,67.07,1005.66,60.12,441.74
8.3,36.08,1020.63,80.42,481.6
5.12,40.78,1025.45,96.88,481.28
32.48,62.04,1010.39,38.05,446.48
18.15,45.01,1013.06,72.4,455.21
24.27,74.99,1007.73,82.49,438.26
13.16,40.71,1021.99,77.91,475.87
7.45,39.61,1017.88,79.73,478.89
26.17,58.86,1014.52,51.28,443.69
13.63,43.5,1022.12,84.32,468.28
20.71,58.18,1007.63,98.44,447.06
29.14,75.23,1010.15,54.87,434.82
4.7,39.9,1007.45,91.02,487.78
9.84,40.22,1009.5,85.38,479.65
6.92,39.61,1018.64,82.27,483.83
5.57,42.85,1013.55,92.14,488.85
23.35,71.77,1005.99,90.79,434.6
9.01,38.56,1016.67,63.61,482.37
13.21,43.71,1024.5,86.59,466.39
10.24,39.28,1010.13,81.61,477.53
28.41,75.6,1018.48,56.07,440.28
10.53,37.5,1008.55,99.91,472.32
14.48,44.06,1018.73,75.88,467.46
5.23,35.57,1026.23,79.38,488.5
27.58,66.48,1004.82,51.23,435.34
6.5,38.5,1013.92,90.1,486.78
17.5,42.44,1012.55,76.85,466.78
21.04,65.46,1017.22,63.02,452.12
9.5,37.36,1015.13,63.41,478.8
13.95,40.2,1013.18,90.77,464.79
16.3,39.63,1004.64,85.61,464.11
25.06,44.57,1007.39,56.07,443.66
13.32,38.73,1005.37,88.48,472.33
13.36,39.64,1010.3,93.26,471.89
21.18,60.1,1011.02,78.19,452.39
28.38,64.05,1010.19,71.84,439.83
28.57,65.27,1013.27,51.11,440.51
12.91,42.07,1018.4,86.5,466.05
24.78,50.16,1004.56,70.22,448.51
12.39,44.58,1016.38,84.95,475.37
20.01,56.65,1020.77,74.46,457.01
15.12,41.04,1025.95,69.67,460.58
21.86,64.45,1015.83,63.36,457.8
24.22,62.08,1022.53,60.79,449.11
6.37,41.03,1022.23,80.36,490.47
17.37,48.92,1011.91,58.4,455.53
15.12,52.05,1014.63,80.38,464.78
19.2,58.71,1009.8,84.62,448.17
8.11,41.92,1029.61,91.92,483.52
11.36,40.75,1016.34,85.19,477.5
23.9,61.47,1009.01,81.05,438.73
27.78,70.8,1009.81,79.57,431.44
19.46,46.33,1013.77,89.62,452.11
24.5,60.77,1017.15,73.66,439.91
6.93,43.13,1018.61,88.31,486.94
10.93,39.16,1016.54,90.56,479.83
20.17,50.66,1014.38,82.09,454.79
18.97,43.43,1012.72,75.69,453.2
14.01,39.0,1016.73,79.23,466.7
16.7,50.66,1014.86,94.87,457.74
15.3,43.67,1011.75,95.31,468.14
24.27,57.85,1012.81,63.48,445.1
28.59,68.08,1013.2,42.96,436.7
22.2,51.19,1009.2,82.95,445.54
13.99,45.0,1023.83,77.92,472.55
30.58,65.18,1011.61,37.43,437.17
9.87,41.82,1033.04,68.57,475.58
13.07,40.83,1010.0,84.84,471.19
21.31,46.97,1014.08,62.57,455.76
18.04,44.85,1015.13,48.4,463.31
14.97,42.28,1007.31,79.25,466.62
13.16,43.41,1016.43,79.47,465.6
12.1,40.27,1005.53,68.37,477.61
21.89,45.38,1014.42,68.95,459.45
25.44,56.57,1013.8,66.72,444.61
22.33,59.8,1016.84,67.09,450.07
28.82,64.79,1016.74,56.34,445.1
14.57,44.84,1023.46,87.2,464.58
34.15,68.51,1010.75,37.02,430.19
18.84,61.27,1019.64,71.95,454.47
10.19,37.14,1012.74,73.48,475.01
17.19,43.14,1014.34,68.62,464.72
7.29,39.37,1019.24,73.46,478.19
27.69,69.98,1008.52,60.93,433.47
29.12,51.43,1005.93,60.66,437.71
14.68,58.2,1018.5,83.3,458.51
6.02,43.65,1013.85,83.53,481.92
27.4,66.48,1004.71,51.5,439.66
25.84,67.83,1009.26,59.55,433.32
22.04,58.05,1013.11,85.22,447.28
24.0,75.23,1010.69,72.46,443.78
13.78,38.28,1014.8,81.19,467.43
21.34,51.61,1010.11,80.7,452.0
24.67,61.5,1009.06,72.77,437.37
19.31,44.71,1016.13,30.59,463.0
17.48,44.2,1018.89,61.51,457.15
20.86,63.73,1008.54,96.83,440.42
24.91,64.45,1013.02,42.34,450.84
9.98,39.66,1017.32,77.78,481.64
25.82,72.39,1003.4,86.33,432.98
22.2,59.21,1017.87,73.34,445.29
19.05,62.96,1020.48,83.04,454.26
6.49,38.68,1017.94,64.81,485.95
12.81,44.58,1016.49,80.76,475.5
18.51,58.46,1017.21,88.1,448.39
10.59,41.26,1008.1,98.27,474.76
11.34,41.54,1020.25,75.83,477.24
18.32,42.28,1007.86,45.62,460.27
27.93,73.68,1015.41,49.95,435.95
14.03,49.15,1020.5,83.65,467.16
21.75,45.09,1014.15,44.84,452.84
10.07,41.39,1019.89,70.53,480.54
20.95,44.89,1010.48,67.97,450.39
20.98,42.23,1013.12,67.37,461.9
15.19,42.03,1017.38,71.66,462.64
9.48,44.71,1019.12,66.43,478.42
25.88,66.48,1004.24,63.16,434.4
22.84,71.25,1001.9,96.45,433.85
21.71,60.27,1015.74,89.76,441.19
19.08,59.15,1013.1,81.82,451.33
30.92,78.05,1011.0,59.62,434.12
11.8,43.22,1008.57,78.01,469.55
31.68,74.16,1011.3,55.94,434.61
31.59,62.7,1009.3,50.16,442.58
27.16,56.85,1012.07,39.05,437.4
9.7,40.71,1025.63,80.34,483.19
31.18,69.04,1008.19,49.72,441.26
12.33,37.73,1022.46,59.3,470.11
28.15,70.72,1009.76,73.38,436.19
26.96,72.58,1009.23,89.62,429.03
22.04,57.32,1012.54,62.17,447.27
7.4,41.03,1022.09,74.83,486.81
32.4,68.14,1004.44,34.53,425.91
4.96,45.87,1007.32,98.78,481.88
24.21,70.98,1007.02,95.57,441.78
25.72,74.67,1016.64,75.93,434.83
27.32,76.09,1007.77,74.64,443.13
31.01,71.37,1003.4,55.06,430.82
28.7,49.16,1004.42,36.51,439.45
6.87,39.85,1012.66,83.34,486.26
17.29,42.86,1014.38,72.3,464.27
29.26,69.34,1009.76,58.64,435.32
26.13,79.74,1005.61,90.27,431.29
17.51,58.86,1016.78,83.63,453.2
24.19,58.95,1017.78,58.78,441.91
14.77,49.15,1020.56,80.27,467.72
15.57,38.78,1013.51,95.38,463.47
16.37,52.9,1015.14,73.11,461.15
15.65,39.59,1012.8,87.63,461.94
24.85,67.9,1005.9,64.55,445.18
27.18,59.27,1012.57,64.18,439.69
11.01,42.02,995.24,98.62,473.96
12.14,48.04,1011.8,100.13,465.08
16.82,49.15,1020.68,72.07,462.22
25.35,71.98,1006.83,88.44,435.72
28.86,49.3,1003.93,52.85,435.75
27.22,66.49,1013.45,42.41,437.24
21.11,58.49,1011.6,80.44,449.16
30.01,68.27,1006.88,51.67,428.6
32.5,71.37,1003.75,43.8,433.7
23.94,51.95,1008.18,71.87,451.84
24.41,58.59,1012.62,64.52,442.64
18.44,45.38,1014.3,86.02,461.99
5.17,39.33,1009.68,94.19,485.46
29.83,71.98,1004.32,67.55,426.98
6.86,41.38,1021.35,90.78,487.49
22.95,63.94,1013.91,81.52,438.33
27.62,71.14,1011.6,52.8,434.72
25.96,60.95,1014.52,50.03,444.19
13.82,44.84,1023.72,95.24,467.95
8.84,42.49,1010.28,89.09,481.58
24.91,57.17,1010.88,72.97,446.01
17.12,58.95,1016.74,90.41,451.67
26.88,79.74,1006.54,93.7,434.77
23.05,68.67,1006.69,76.43,447.34
27.23,66.48,1005.23,52.38,432.55
21.96,48.78,1019.56,85.05,451.58
4.89,45.87,1007.58,99.35,482.69
8.95,38.56,1017.85,64.34,475.43
26.79,77.95,1009.9,80.22,437.91
21.95,68.08,1012.91,69.36,443.93
13.98,41.79,1010.6,83.84,457.12
25.51,73.56,1006.59,96.63,437.07
12.71,43.02,1012.25,62.68,475.38
23.0,57.76,1017.64,56.86,451.39
30.2,71.8,1011.13,60.66,436.94
24.96,70.47,1007.73,76.48,438.23
9.82,41.04,1026.72,77.28,473.98
19.96,56.03,1020.59,64.95,454.67
29.91,74.33,1013.22,39.76,430.26
14.69,54.3,1018.01,73.4,462.63
23.32,66.48,1003.92,72.25,436.26
9.44,40.0,1015.62,81.16,471.32
32.84,74.67,1015.89,31.81,430.88
27.76,65.59,1010.8,67.29,439.03
15.84,52.72,1026.45,62.57,464.93
7.64,41.17,1020.01,75.14,488.53
17.98,59.15,1012.09,83.03,451.97
17.82,65.48,1019.64,86.6,449.21
18.22,58.2,1017.09,81.92,451.04
14.47,41.76,1021.98,78.41,464.0
6.84,39.4,1011.9,93.75,484.09
17.4,44.58,1018.9,60.58,468.01
22.36,59.44,1013.1,84.74,446.75
24.35,60.27,1017.6,75.45,441.74
18.34,50.59,1018.42,83.95,457.17
32.26,73.68,1014.75,60.9,426.48
6.84,41.06,1021.04,89.59,489.96
26.07,69.23,1013.32,54.03,436.94
30.61,68.84,1011.18,52.5,439.9
21.71,60.77,1017.95,85.07,444.59
14.17,42.99,1007.38,78.88,470.68
23.19,48.6,1002.38,61.19,445.52
20.71,58.79,1017.48,86.67,444.39
9.0,36.3,1027.11,75.89,480.31
22.99,56.57,1013.93,78.77,445.44
24.82,74.87,1010.28,73.54,434.46
12.34,40.62,1016.28,53.6,466.47
25.47,59.92,1010.08,77.18,439.84
3.2,41.31,997.67,98.84,489.86
26.27,58.33,1013.81,60.43,438.82
21.41,50.32,1008.61,84.47,443.63
27.92,63.07,1010.75,45.26,442.87
25.6,71.73,1010.15,68.99,436.7
26.01,74.33,1015.69,81.22,435.82
16.55,54.3,1017.95,60.84,460.59
14.93,41.79,1008.88,81.48,456.75
14.81,42.03,1017.43,72.54,470.41
21.04,69.48,1011.07,89.92,439.53
10.57,41.26,1008.32,97.96,472.9
10.37,40.03,1017.47,90.47,477.91
8.47,42.02,1005.37,92.73,477.67
24.61,62.39,1006.39,79.08,437.01
13.94,42.86,1012.35,88.78,471.64
26.18,68.08,1012.92,55.7,436.51
25.68,46.21,1011.01,57.53,442.98
20.74,49.69,1010.91,69.1,454.59
12.71,43.8,1023.15,71.16,466.2
26.97,71.58,1010.13,75.16,433.88
10.42,44.85,1014.18,88.36,479.03
27.99,66.91,1008.47,59.63,439.74
14.22,45.01,1014.17,70.14,464.06
25.14,64.63,1020.63,54.0,446.63
4.71,39.42,1026.4,84.42,481.28
14.87,38.28,1014.65,80.24,467.29
27.38,59.21,1012.74,53.53,437.78
16.0,40.66,1016.12,89.23,457.12
16.73,43.79,1016.25,73.58,468.87
10.02,41.44,1017.37,77.65,479.63
22.71,48.06,1012.82,67.81,445.1
13.85,48.92,1011.68,79.24,462.38
10.63,42.28,1008.37,92.68,474.97
19.83,39.39,1013.73,59.16,463.72
24.23,58.79,1009.8,75.75,444.01
14.21,39.16,1016.5,85.09,473.87
31.95,70.79,1003.8,55.25,426.37
25.5,59.27,1012.92,68.88,442.65
29.79,67.69,1006.86,55.93,428.71
18.59,39.54,1008.56,68.61,462.56
8.02,41.92,1029.8,92.05,467.21
14.47,48.79,1017.05,69.87,466.25
6.13,40.64,1020.69,94.57,481.13
26.28,73.06,1008.06,90.7,437.01
23.62,49.21,1014.1,49.54,443.53
23.38,48.6,1004.45,69.19,440.9
26.87,74.99,1002.48,71.91,437.78
26.48,68.14,1004.83,55.96,432.19
20.67,63.56,1013.27,79.39,450.7
16.72,53.82,1015.46,66.9,458.25
23.1,66.05,1020.28,80.62,439.03
10.2,41.46,1020.23,84.54,481.46
23.45,66.48,1003.66,75.83,435.13
15.81,58.59,1014.41,90.03,456.91
29.01,70.04,1010.02,57.35,430.26
16.05,43.14,1010.67,79.36,463.06
26.59,66.49,1013.32,49.76,439.72
31.18,70.36,1006.38,56.74,438.46
23.75,66.54,1004.41,85.44,436.57
11.61,39.69,1006.85,83.69,470.78
23.48,72.99,1009.61,88.16,437.1
25.72,72.39,1003.01,86.38,432.77
27.09,65.61,1014.22,48.13,442.94
11.87,36.43,1023.42,79.5,474.17
5.18,41.31,1000.59,92.14,485.2
6.63,39.42,1024.81,72.58,482.02
10.27,52.75,1026.19,76.78,470.76
32.11,78.05,1010.36,58.78,431.31
20.3,48.41,1007.48,89.66,446.68
22.63,57.17,1009.83,77.43,433.54
21.93,58.96,1014.23,58.58,453.42
29.09,72.43,1006.86,65.47,427.3
10.11,42.49,1010.22,82.11,483.56
34.62,69.05,1000.68,38.35,425.41
9.08,40.46,1019.48,77.37,476.81
10.67,42.02,996.55,99.94,472.65
24.08,49.3,1003.23,70.42,443.46
13.77,41.58,1020.63,72.94,459.75
24.67,70.94,1007.99,75.64,443.51
13.83,38.73,999.62,91.95,469.81
28.18,60.07,1016.34,49.13,441.61
8.34,40.77,1010.84,90.01,480.48
14.4,41.26,1021.41,73.11,462.78
21.97,58.12,1015.29,77.47,449.6
24.32,59.14,1017.46,80.14,438.08
30.32,64.69,1006.35,51.36,436.72
27.75,65.34,1014.8,45.91,440.83
19.12,44.85,1014.66,43.66,463.71
25.95,65.61,1014.36,52.54,443.88
22.31,51.19,1009.38,79.72,444.74
24.05,67.83,1009.35,63.8,442.53
13.93,38.91,1013.04,73.51,470.39
27.59,54.2,1013.1,51.61,439.31
21.33,50.32,1008.58,85.3,442.44
26.58,70.98,1008.96,77.36,434.41
16.57,63.31,1016.19,81.02,454.78
12.75,42.34,1018.17,94.67,465.44
31.68,68.24,1005.29,37.34,427.22
19.26,44.34,1019.45,51.32,467.72
25.97,69.34,1009.43,88.11,435.02
14.02,43.34,1016.06,85.8,466.38
8.49,36.25,1029.7,84.41,480.35
15.72,56.89,1013.35,85.06,456.33
20.34,69.45,1012.76,91.05,442.73
22.35,66.44,1011.19,65.41,445.27
29.54,74.99,1005.0,69.69,432.94
15.9,41.35,1006.28,78.2,464.03
29.53,64.44,1013.22,59.75,440.1
11.8,41.2,1017.18,82.71,475.19
22.67,68.08,1013.0,66.59,443.79
28.94,71.64,1006.59,69.24,438.96
29.56,51.43,1005.87,59.22,437.93
27.2,49.16,1005.33,46.73,440.57
14.7,41.39,1018.84,68.19,469.6
12.17,49.83,1008.05,96.44,469.52
28.01,44.89,1008.98,48.52,444.76
27.57,68.31,1010.48,55.87,444.71
19.48,58.66,1013.32,73.16,454.4
30.66,73.77,1003.13,78.09,430.0
19.61,45.01,1014.84,64.42,461.97
23.76,70.32,1012.13,78.84,434.64
25.03,57.5,1014.96,62.23,449.48
24.34,66.05,1019.26,74.58,440.67
11.47,43.67,1012.68,72.51,475.72
22.83,70.79,1006.36,92.07,438.0
24.78,68.63,1013.96,43.7,448.43
8.77,40.46,1019.68,77.84,475.0
18.0,43.7,1015.4,61.28,464.26
24.19,47.45,1008.26,64.25,446.3
10.45,40.0,1019.01,89.01,465.43
12.68,45.0,1022.54,77.19,479.69
19.27,50.12,1007.61,100.11,447.63
12.41,41.44,1015.46,76.9,472.06
10.29,40.0,1021.46,90.6,479.58
17.68,44.92,1024.55,69.7,458.12
33.73,69.88,1007.21,42.93,434.83
10.8,39.28,1010.7,82.62,478.8
17.99,43.79,1016.13,75.63,462.4
12.74,39.13,1008.19,94.81,468.57
15.12,48.92,1011.8,72.93,462.59
20.0,63.31,1017.06,63.1,449.68
31.62,64.05,1010.94,58.93,439.09
19.77,56.65,1020.67,66.33,457.09
15.45,61.27,1019.87,79.21,456.59
30.42,67.69,1006.23,54.19,430.9
29.62,73.18,1012.21,61.6,427.22
18.92,44.63,1020.32,47.81,451.64
32.42,65.74,1010.97,52.73,439.01
13.44,40.69,1014.54,77.97,473.0
18.34,65.94,1013.27,85.42,451.29
8.53,38.18,1017.54,76.49,480.86
7.04,41.74,1021.91,88.55,488.99
31.49,73.5,1010.71,40.16,432.13
16.94,49.64,1024.43,69.22,459.25
27.63,64.96,1006.3,75.38,434.22
12.38,43.52,1022.98,100.0,467.55
28.15,74.9,1003.67,76.32,433.63
13.42,41.74,1020.96,61.8,473.45
28.73,68.24,1008.31,56.85,430.63
27.7,72.24,1011.02,67.6,434.56
9.83,38.56,1017.35,62.8,480.47
23.68,51.3,1011.86,71.24,451.67
11.88,41.58,1016.56,90.18,465.47
26.72,56.9,1007.12,58.54,435.16
24.7,58.82,1009.4,75.91,442.98
18.33,49.64,1025.36,62.57,468.14
19.35,39.39,1013.91,61.53,465.28
22.69,58.46,1017.74,75.21,443.47
12.31,44.03,1007.78,94.42,468.13
25.47,65.34,1015.3,50.31,445.39
29.01,70.32,1007.26,60.55,429.23
13.79,40.0,1016.02,70.17,461.16
9.09,41.92,1029.36,91.0,478.98
22.89,80.25,1006.38,80.25,446.15
18.23,62.26,1011.48,91.35,448.64
8.61,43.8,1021.9,74.35,478.25
13.56,42.34,1017.95,93.83,462.6
6.62,42.49,1008.74,94.57,482.74
23.78,49.3,1003.3,76.56,439.83
23.39,63.21,1011.91,84.57,448.3
9.89,40.64,1020.59,98.35,478.13
8.42,37.49,1009.22,82.15,478.87
15.25,43.02,1012.04,41.43,467.23
10.66,41.93,1016.12,94.16,479.61
28.57,75.33,1003.16,76.14,431.58
24.14,59.87,1018.47,57.76,444.04
19.11,50.16,1010.88,100.09,450.38
22.36,51.43,1007.47,87.33,442.53
31.11,74.16,1012.2,58.86,435.69
30.28,67.22,1014.39,53.32,447.67
16.85,42.24,1017.43,66.01,472.63
30.4,71.97,1008.42,76.28,430.23
16.37,44.0,1024.61,78.26,460.14
13.65,39.28,1012.97,79.64,471.91
25.94,77.24,1007.97,84.82,432.88
14.69,49.64,1023.43,78.17,434.12
15.03,44.45,1020.94,65.57,460.06
11.87,40.55,1019.06,94.11,473.79
13.38,40.89,1010.48,92.55,472.15
24.16,48.98,1015.19,42.55,459.27
17.36,52.9,1015.42,69.97,458.66
26.17,70.47,1010.25,68.96,434.56
14.57,44.45,1021.42,66.23,462.48
10.94,39.69,1004.5,86.29,459.69
9.98,41.01,1017.83,98.07,466.05
23.76,74.22,1009.2,92.98,437.47
21.51,48.92,1010.36,38.27,455.11
18.03,53.16,1013.06,82.03,458.04
19.13,59.21,1018.32,89.66,450.81
29.45,75.6,1018.12,50.68,437.31
12.19,40.05,1014.77,84.39,473.92
7.54,37.7,1014.58,78.43,481.56
31.58,66.54,1003.26,54.0,429.73
29.72,54.2,1012.86,38.48,438.84
27.37,76.09,1007.52,89.12,433.34
19.89,69.48,1011.06,86.73,447.63
14.01,38.91,1015.86,69.24,470.1
21.48,66.91,1008.58,84.49,447.42
15.34,41.96,1012.08,100.12,468.33
7.25,41.14,1024.99,95.85,477.45
26.56,52.3,1007.4,62.04,439.25
17.67,43.7,1015.26,58.76,465.06
18.88,44.06,1013.81,68.54,451.13
7.77,35.77,1016.53,73.79,479.68
22.16,65.48,1017.22,70.51,446.0
13.38,40.12,1013.92,96.96,468.15
7.76,39.61,1021.63,80.67,488.32
32.0,58.9,1003.48,51.38,437.81
32.14,68.31,1010.48,42.15,436.15
19.99,40.79,1003.15,87.55,455.28
25.37,68.31,1011.12,70.99,441.76
28.82,77.24,1008.35,78.93,433.69
11.3,44.6,1018.19,91.66,470.5
24.88,49.16,1006.04,64.54,445.18
9.14,40.6,1015.34,88.91,483.57
24.25,50.78,1008.82,60.55,443.8
30.36,74.87,1008.96,61.87,435.31
14.73,40.35,1011.15,65.2,470.03
24.54,60.29,1017.42,58.94,447.67
20.85,56.89,1013.15,68.22,450.07
27.4,69.84,1002.98,76.48,430.54
12.38,41.62,1012.37,84.15,461.07
9.63,43.02,1012.4,68.41,480.21
8.95,43.13,1017.56,94.85,479.14
17.57,62.1,1019.51,86.14,453.3
13.89,45.08,1024.64,82.29,467.74
15.46,44.6,1017.7,68.2,459.62
7.76,42.28,1008.52,83.31,483.8
21.73,50.32,1008.51,84.62,442.1
15.29,41.1,1005.75,85.53,467.99
12.07,43.71,1025.53,85.62,472.32
16.16,52.05,1013.19,75.37,463.09
30.2,73.67,1006.31,62.14,428.72
23.56,42.67,1008.01,66.76,440.69
15.69,44.6,1014.06,61.51,462.07
14.13,43.7,1015.94,80.89,469.28
27.46,66.54,1002.39,67.09,431.81
33.41,77.95,1010.3,59.72,432.9
20.88,59.8,1015.66,75.34,453.18
16.48,68.28,1004.27,99.89,449.7
26.92,68.27,1008.11,61.73,435.17
27.01,65.06,1013.16,53.02,439.81
21.87,74.87,1009.28,85.4,442.37
32.12,69.98,1013.31,54.3,429.86
19.68,56.65,1020.75,67.25,456.89
29.0,77.54,1011.33,75.13,431.37
26.53,60.07,1016.55,54.79,438.54
12.52,42.34,1018.67,95.29,464.71
27.53,70.32,1007.75,49.31,433.72
20.59,59.8,1015.27,77.94,453.83
28.42,75.23,1010.25,56.8,435.64
10.51,39.04,1023.95,85.35,479.15
28.19,71.97,1008.85,84.67,438.8
31.95,67.17,1007.11,61.58,432.6
13.33,38.47,1015.42,58.27,466.26
19.7,52.84,1004.86,89.72,444.64
27.09,59.15,1013.02,55.18,438.9
12.6,41.5,1013.07,86.22,472.45
3.38,39.64,1011.0,81.22,488.92
19.77,65.06,1016.22,74.95,448.26
9.06,40.02,1031.16,82.04,478.01
21.36,68.28,1007.6,72.37,445.91
14.41,42.77,1019.84,82.54,465.89
6.9,40.62,1018.48,78.84,479.97
27.75,70.4,1006.65,90.21,436.53
29.3,73.67,1005.64,65.31,431.07
9.36,44.03,1010.3,87.2,474.68
15.55,40.66,1016.21,88.5,457.53
15.02,42.07,1017.89,83.68,460.82
23.56,73.18,1012.18,87.98,437.92
12.12,38.28,1013.7,91.27,469.59
14.09,41.66,1009.25,71.4,469.93
31.37,76.86,997.34,62.94,431.03
11.72,40.35,1012.08,83.98,476.41
10.94,43.67,1012.36,73.3,477.34
13.69,34.03,1018.45,65.76,469.12
14.89,39.82,1013.23,82.49,470.19
28.21,70.8,1010.45,77.92,435.99
14.02,40.1,1015.56,82.44,467.32
11.48,44.6,1018.29,90.76,470.39
19.46,66.86,1012.74,66.2,454.89
5.28,42.07,1003.82,80.84,485.24
29.17,64.79,1016.43,61.05,441.2
12.42,38.25,1012.76,82.23,472.3
22.76,49.02,1007.5,88.56,442.84
16.64,48.92,1011.55,78.76,452.56
10.02,39.66,1016.34,79.98,480.05
22.18,62.91,1012.14,68.86,449.77
31.94,74.99,1002.05,34.12,440.17
18.91,43.14,1013.56,58.34,460.19
7.1,41.74,1022.25,91.07,484.12
17.69,44.34,1019.31,61.12,464.13
30.05,69.34,1008.26,61.5,436.82
27.52,74.67,1015.77,72.01,433.56
10.12,38.38,1018.22,85.93,477.73
22.08,55.5,1018.42,58.46,455.79
19.78,54.42,1011.74,89.34,456.84
34.96,68.94,1006.17,59.26,431.48
11.95,41.48,1013.44,74.83,465.41
11.87,41.78,1012.97,64.79,470.84
9.95,43.56,1014.85,82.62,477.88
30.67,72.86,1004.25,52.72,432.76
10.48,40.22,1004.81,92.16,477.78
13.09,39.85,1012.86,58.42,475.89
8.6,40.77,1011.8,89.45,480.82
27.89,70.94,1007.54,49.18,435.21
9.38,44.77,1020.41,85.26,473.9
25.96,68.08,1011.34,71.57,432.82
12.12,38.28,1013.65,90.19,471.19
16.75,36.99,1006.42,87.18,464.18
27.84,68.08,1013.34,46.19,436.37
14.98,39.58,1011.78,75.07,467.77
4.83,38.44,1015.35,72.94,485.32
7.54,38.56,1016.49,69.1,486.76
30.96,71.77,1006.26,52.76,425.66
27.37,63.31,1012.89,60.11,439.15
14.87,41.2,1016.27,70.51,467.01
26.86,68.08,1012.99,50.04,436.25
31.86,69.59,1008.61,59.74,435.72
33.18,72.29,1009.51,58.35,435.26
8.41,40.67,1019.97,69.2,489.25
30.24,66.75,1017.95,55.66,435.02
8.67,40.77,1011.81,89.4,479.23
14.71,52.72,1024.7,70.29,462.34
31.01,74.16,1010.89,56.52,434.64
16.91,43.96,1013.32,79.87,465.86
24.85,71.98,1005.97,95.09,433.64
