instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
5402,17-08-2011,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,105
13117,05-07-2012,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,689
5610,26-08-2011,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,249
12004,20-05-2012,2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,171
1185,22-02-2011,1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,106
116,06-01-2011,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0,11
7565,16-11-2011,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,111
7571,17-11-2011,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,5
8517,26-12-2011,1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,153
5185,08-08-2011,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,147
2330,11-04-2011,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0,54
15860,28-10-2012,4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,117
13654,28-07-2012,3,1,7,2,0,6,0,1,0.72,0.6818,0.7,0,90
12106,24-05-2012,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,252
17037,17-12-2012,4,1,12,15,0,1,1,2,0.42,0.4242,0.88,0,211
13386,16-07-2012,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,284
7112,28-10-2011,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,36
1466,06-03-2011,1,0,3,9,0,0,0,2,0.42,0.4242,1,0.2836,22
104,05-01-2011,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,79
11468,28-04-2012,2,1,4,0,0,6,0,1,0.38,0.3939,0.43,0.1642,103
6228,22-09-2011,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,11
13807,03-08-2012,3,1,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,263
8977,14-01-2012,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,69
16554,27-11-2012,4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,65
15213,01-10-2012,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,18
1219,23-02-2011,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,109
3607,04-06-2011,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,15
14196,19-08-2012,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0,356
8563,28-12-2011,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,159
6230,22-09-2011,3,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.0896,12
7576,17-11-2011,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,75
15106,26-09-2012,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,277
643,30-01-2011,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0,29
16504,25-11-2012,4,1,11,9,0,0,0,2,0.24,0.2273,0.48,0.2239,96
4765,22-07-2011,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,115
6428,30-09-2011,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,237
3583,03-06-2011,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,6
13137,06-07-2012,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,293
12372,04-06-2012,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627,448
14373,27-08-2012,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,7
12758,20-06-2012,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0,672
5424,18-08-2011,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0,149
3244,20-05-2011,2,0,5,1,0,5,1,1,0.46,0.4545,1,0,25
15604,17-10-2012,4,1,10,8,0,3,1,2,0.4,0.4091,0.76,0,817
3034,11-05-2011,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,318
9664,12-02-2012,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,111
2345,12-04-2011,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,44
4801,23-07-2011,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,125
2748,29-04-2011,2,0,4,9,0,5,1,1,0.54,0.5152,0.39,0.3284,230
15480,12-10-2012,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,8
185,08-01-2011,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,22
1318,28-02-2011,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,1
10097,01-03-2012,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,525
8772,06-01-2012,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0,205
7027,25-10-2011,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,223
7676,21-11-2011,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0,135
12115,24-05-2012,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,167
2824,02-05-2011,2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,170
4969,30-07-2011,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,209
6517,04-10-2011,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0,3
12485,09-06-2012,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,340
8402,21-12-2011,1,0,12,17,0,3,1,3,0.44,0.4394,1,0.3284,229
11595,03-05-2012,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,384
13752,01-08-2012,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,4
2124,03-04-2011,2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,62
3768,10-06-2011,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,218
10082,01-03-2012,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,3
11488,28-04-2012,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0,102
5475,21-08-2011,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,74
12985,30-06-2012,3,1,6,5,0,6,0,1,0.64,0.5758,0.89,0.1642,10
4684,19-07-2011,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,13
9460,04-02-2012,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,43
9719,14-02-2012,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045,109
11815,12-05-2012,2,1,5,11,0,6,0,1,0.62,0.6212,0.41,0.0896,522
7849,28-11-2011,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,264
11910,16-05-2012,2,1,5,10,0,3,1,1,0.66,0.6212,0.61,0,192
4320,03-07-2011,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,167
7723,23-11-2011,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,167
1266,25-02-2011,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,63
1546,09-03-2011,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,188
13908,07-08-2012,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836,445
17150,22-12-2012,1,1,12,8,0,6,0,1,0.26,0.2121,0.44,0.6119,29
10691,26-03-2012,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301
3791,11-06-2011,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,275
12291,01-06-2012,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,402
16043,06-11-2012,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,4
14205,20-08-2012,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,10
2069,01-04-2011,2,0,4,1,0,5,1,3,0.26,0.2576,1,0.1642,4
2408,15-04-2011,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,13
11630,04-05-2012,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,641
11400,25-04-2012,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,6
7550,16-11-2011,4,0,11,4,0,3,1,2,0.44,0.4394,1,0.2239,4
332,15-01-2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,10
9292,28-01-2012,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,58
5081,04-08-2011,3,0,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,167
9823,19-02-2012,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,2
10492,18-03-2012,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,11
3357,24-05-2011,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,564
13552,23-07-2012,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,403
14689,09-09-2012,3,1,9,5,0,0,0,1,0.52,0.5,0.77,0.194,55
1077,17-02-2011,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,81
16561,27-11-2012,4,1,11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,482
9211,24-01-2012,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,278
9789,17-02-2012,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,282
5617,26-08-2011,3,0,8,22,0,5,1,1,0.72,0.697,0.79,0.1045,152
16300,16-11-2012,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,178
4846,25-07-2011,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,386
8681,02-01-2012,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,202
274,12-01-2011,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,56
113,05-01-2011,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,43
5456,20-08-2011,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0,8
329,15-01-2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,5
9569,08-02-2012,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,54
9511,06-02-2012,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,17
2290,10-04-2011,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,4
6421,30-09-2011,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,15
14913,18-09-2012,3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,114
11181,16-04-2012,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,28
11977,19-05-2012,2,1,5,5,0,6,0,1,0.46,0.4545,0.67,0,12
2040,30-03-2011,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,44
3858,14-06-2011,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,178
7417,10-11-2011,4,0,11,15,0,4,1,3,0.36,0.3333,0.81,0.2985,62
13625,26-07-2012,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,271
2511,19-04-2011,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,103
14526,02-09-2012,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0,388
9238,25-01-2012,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0,316
3407,26-05-2011,2,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,322
13556,24-07-2012,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,64
8105,09-12-2011,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0,385
12572,13-06-2012,2,1,6,0,0,3,1,2,0.66,0.5909,0.94,0.194,34
12979,29-06-2012,3,1,6,23,0,5,1,3,0.82,0.8333,0.63,0.194,48
5690,30-08-2011,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0,237
12121,25-05-2012,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,30
352,16-01-2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,15
16175,11-11-2012,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,653
4534,12-07-2011,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,337
16928,13-12-2012,4,1,12,2,0,4,1,2,0.26,0.2424,0.56,0.2537,8
7281,04-11-2011,4,0,11,23,0,5,1,1,0.32,0.303,0.49,0.3284,89
1310,27-02-2011,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,127
10210,06-03-2012,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,130
13712,30-07-2012,3,1,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,278
12326,02-06-2012,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0,512
14822,14-09-2012,3,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,808
14212,20-08-2012,3,1,8,8,0,1,1,2,0.62,0.5909,0.73,0.1045,655
3241,19-05-2011,2,0,5,22,0,4,1,3,0.5,0.4848,0.82,0.2985,79
16402,21-11-2012,4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,2
2879,04-05-2011,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,191
17235,25-12-2012,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537,30
3577,02-06-2011,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,155
1508,08-03-2011,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0,2
10653,24-03-2012,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,105
15369,07-10-2012,4,1,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896,320
5078,04-08-2011,3,0,8,11,0,4,1,2,0.74,0.697,0.66,0.2239,149
15067,24-09-2012,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,94
16673,02-12-2012,4,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,355
3840,13-06-2011,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,218
14062,14-08-2012,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,11
9960,25-02-2012,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,61
16768,06-12-2012,4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,145
3787,11-06-2011,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,394
13071,03-07-2012,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,497
13447,19-07-2012,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,216
2279,09-04-2011,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,130
10029,27-02-2012,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,195
3595,03-06-2011,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,349
8243,15-12-2011,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,7
4570,14-07-2011,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,334
12470,08-06-2012,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,723
8955,13-01-2012,1,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,65
16472,24-11-2012,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,20
10000,26-02-2012,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,339
3313,22-05-2011,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,121
9389,01-02-2012,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,7
11966,18-05-2012,2,1,5,18,0,5,1,1,0.64,0.6212,0.38,0.2239,669
5938,09-09-2011,3,0,9,22,0,5,1,1,0.62,0.5455,0.94,0,160
12020,21-05-2012,2,1,5,0,0,1,1,3,0.58,0.5455,0.88,0.2985,40
4029,21-06-2011,3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,536
16392,20-11-2012,4,1,11,17,0,2,1,2,0.4,0.4091,0.71,0.1642,590
5422,18-08-2011,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,141
12910,27-06-2012,3,1,6,2,0,3,1,1,0.56,0.5303,0.49,0.1343,14
8044,06-12-2011,4,0,12,19,0,2,1,3,0.46,0.4545,1,0.2985,233
8392,21-12-2011,1,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,229
16153,10-11-2012,4,1,11,18,0,6,0,1,0.44,0.4394,0.54,0.1343,359
2270,09-04-2011,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,133
15855,27-10-2012,4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,300
8284,16-12-2011,4,0,12,19,0,5,1,2,0.32,0.303,0.45,0.2239,214
7513,14-11-2011,4,0,11,15,0,1,1,1,0.64,0.6212,0.44,0.3284,195
15781,24-10-2012,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0,963
6851,18-10-2011,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,31
10347,12-03-2012,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,16
537,24-01-2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,63
13511,22-07-2012,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,43
5664,29-08-2011,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,115
12675,17-06-2012,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,48
5951,10-09-2011,3,0,9,11,0,6,0,1,0.72,0.6818,0.62,0.2537,360
6839,17-10-2011,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,205
5196,09-08-2011,3,0,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,175
8397,21-12-2011,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,61
14075,14-08-2012,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,283
4164,27-06-2011,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0,187
1859,23-03-2011,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,10
7061,26-10-2011,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0,331
6964,22-10-2011,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,335
7439,11-11-2011,4,0,11,13,1,5,0,1,0.38,0.3939,0.37,0.5522,236
13025,01-07-2012,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,258
12574,13-06-2012,2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,4
12441,07-06-2012,2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,315
10704,27-03-2012,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,7
9747,16-02-2012,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0,5
226,10-01-2011,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74
16095,08-11-2012,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,668
8944,13-01-2012,1,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,154
221,10-01-2011,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30
12930,27-06-2012,3,1,6,22,0,3,1,1,0.72,0.6515,0.39,0.0896,297
8833,08-01-2012,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,126
2759,29-04-2011,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239,194
16035,05-11-2012,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,372
6294,24-09-2011,4,0,9,19,0,6,0,1,0.62,0.5606,0.88,0,308
7165,31-10-2011,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,3
14835,15-09-2012,3,1,9,7,0,6,0,1,0.54,0.5152,0.52,0.2836,73
16993,15-12-2012,4,1,12,19,0,6,0,1,0.36,0.3485,0.62,0.1343,257
8335,18-12-2011,4,0,12,22,0,0,0,1,0.22,0.2273,0.75,0.194,49
13680,29-07-2012,3,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,13
408,18-01-2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,20
16700,03-12-2012,4,1,12,14,0,1,1,1,0.6,0.6212,0.53,0,260
15349,06-10-2012,4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,610
13875,06-08-2012,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,407
15399,08-10-2012,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,371
3159,16-05-2011,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,209
4175,27-06-2011,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,305
5156,07-08-2011,3,0,8,17,0,0,0,3,0.74,0.7121,0.74,0.6418,194
4425,08-07-2011,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,102
10702,27-03-2012,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10
7736,23-11-2011,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,62
4639,17-07-2011,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,10
11036,09-04-2012,2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,67
10887,03-04-2012,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,800
1610,12-03-2011,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,157
12452,08-06-2012,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,77
15904,31-10-2012,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,621
14867,16-09-2012,3,1,9,15,0,0,0,1,0.64,0.6212,0.41,0.1642,557
13715,30-07-2012,3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,236
11608,03-05-2012,2,1,5,20,0,4,1,1,0.64,0.6061,0.73,0.194,420
7186,01-11-2011,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,21
6326,26-09-2011,4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0,5
4014,21-06-2011,3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,2
12189,28-05-2012,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,59
7545,15-11-2011,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,80
8756,05-01-2012,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,119
10601,22-03-2012,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0,586
7315,06-11-2011,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,170
11362,23-04-2012,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,114
13863,05-08-2012,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,185
928,11-02-2011,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0,24
10969,07-04-2012,2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642,7
13490,21-07-2012,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,15
14396,28-08-2012,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,38
8947,13-01-2012,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138
6221,21-09-2011,3,0,9,18,0,3,1,3,0.64,0.5758,0.83,0.1642,408
17126,21-12-2012,1,1,12,8,0,5,1,2,0.32,0.303,0.57,0.2836,472
6448,01-10-2011,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,5
7490,13-11-2011,4,0,11,16,0,0,0,2,0.54,0.5152,0.28,0.3881,319
7331,07-11-2011,4,0,11,1,0,1,1,1,0.34,0.3636,0.87,0,8
1066,17-02-2011,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,4
6002,12-09-2011,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,212
6672,10-10-2011,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0,365
13734,31-07-2012,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0,227
383,17-01-2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,57
16149,10-11-2012,4,1,11,14,0,6,0,1,0.54,0.5152,0.37,0,627
3006,10-05-2011,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,4
7378,09-11-2011,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0,13
16268,15-11-2012,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,217
525,23-01-2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,21
6479,02-10-2011,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,321
3913,16-06-2011,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,151
405,18-01-2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,83
3155,16-05-2011,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,394
9857,20-02-2012,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,280
5875,07-09-2011,3,0,9,6,0,3,1,3,0.6,0.5455,0.88,0.1045,75
13285,12-07-2012,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,795
7332,07-11-2011,4,0,11,2,0,1,1,1,0.32,0.3485,0.93,0,2
330,15-01-2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,1
7892,30-11-2011,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,122
13945,09-08-2012,3,1,8,5,0,4,1,2,0.66,0.5909,0.94,0,41
16601,29-11-2012,4,1,11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,163
3349,24-05-2011,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,108
9380,31-01-2012,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,559
4802,23-07-2011,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,104
14834,15-09-2012,3,1,9,6,0,6,0,1,0.54,0.5152,0.49,0.4179,33
10334,11-03-2012,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,509
5194,09-08-2011,3,0,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,343
10613,23-03-2012,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,346
7605,18-11-2011,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,140
15534,14-10-2012,4,1,10,10,0,0,0,1,0.54,0.5152,0.56,0.194,428
11635,04-05-2012,2,1,5,23,0,5,1,1,0.6,0.5606,0.83,0.0896,256
2977,08-05-2011,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,115
7881,30-11-2011,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,24
9458,03-02-2012,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,77
7877,29-11-2011,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,184
10990,08-04-2012,2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,64
3982,19-06-2011,2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,311
16225,13-11-2012,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,559
1733,17-03-2011,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,137
4854,26-07-2011,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,4
12540,11-06-2012,2,1,6,16,0,1,1,2,0.8,0.7121,0.41,0.4179,427
3086,13-05-2011,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,146
16351,19-11-2012,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,27
1768,19-03-2011,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,48
