id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
36472591,"Sunny 2 bedroom apartment (70m2), with water view.",274224432,Wim  En Coosje,,De Baarsjes - Oud-West,52.373090000000005,4.86613,Entire home/apt,2,9,01-11-2019,0.86,1,0,180
14109108,Cosy and beautiful apartment nearby museum square.,84963704,Bianca,,Zuid,52.34588,4.85941,Entire home/apt,3,38,04-11-2019,0.81,2,157,139
1104125,Open! Nice Apartment Near Center.,6064024,Jan,,De Baarsjes - Oud-West,52.36596,4.86676,Entire home/apt,3,52,16-09-2019,0.63,1,0,120
3734163,"Spacious, fully equipped, Jordaan",19087191,Bob,,Centrum-West,52.37823,4.880809999999999,Entire home/apt,3,24,24-11-2019,0.46,1,87,225
555225,Lovely house close to the Jordaan!,2727759,Sophie,,Westerpark,52.37823,4.87284,Entire home/apt,2,10,01-10-2017,0.17,1,0,125
13835848,New and romantic house near Vondelpark and center,81044170,Else,,Zuid,52.3512,4.8585,Entire home/apt,2,0,,,1,0,200
23348536,Trendy design apartment in city centre,3232155,Lotte,,Centrum-Oost,52.36092,4.91064,Entire home/apt,5,0,,,1,0,150
38569060,Cosy and Modern Apartment Close to the City Center,294283726,Maxim,,De Baarsjes - Oud-West,52.36205,4.85714,Entire home/apt,5,0,,,1,0,120
28730131,Stay Forever Apartment,88170570,Nina,,De Baarsjes - Oud-West,52.3715,4.86002,Entire home/apt,3,8,01-12-2018,0.39,1,0,125
4251291,Unique room in colorful area in central Amsterdam,12190267,Erik,,Centrum-Oost,52.37232,4.901,Private room,3,38,15-09-2019,1.43,1,0,125
37554677,"NEW! Luxury Apartment ""Anne"" Amsterdam",198405490,Suzanne,,Centrum-West,52.373670000000004,4.88312,Entire home/apt,3,6,03-05-2020,0.76,10,302,375
11040038,Private rooms: 2person+3person,57290734,Mieke,,De Baarsjes - Oud-West,52.364470000000004,4.8509199999999995,Private room,2,0,,,1,0,150
17194792,Private room in Amsterdam-North,79451375,Linda,,Oud-Noord,52.41057,4.88549,Private room,2,154,06-03-2020,3.83,1,0,65
5503580,Familyhome,24816465,Francine,,Gaasperdam - Driemond,52.28927,4.9737599999999995,Entire home/apt,3,18,01-01-2020,0.49,1,69,170
21317969,Modern 2-bedroom Apartment in trendy A'dam West!,61738016,Jan Willem,,De Baarsjes - Oud-West,52.36257,4.85534,Entire home/apt,7,48,29-02-2020,1.51,1,299,200
3374332,GORGEOUS APT+HEART OF JORDAN+CENTER,14183886,Luis,,Centrum-West,52.37514,4.88115,Entire home/apt,3,29,20-08-2016,0.4,10,0,149
33603407,Gastenverblijf op woonboot met zicht op oude molen,253219704,Nathan,,Oud-Oost,52.365790000000004,4.92811,Private room,2,49,08-03-2020,3.92,1,331,200
13679464,Tasteful apartment in best part of Amsterdam,12137184,Tita,,De Pijp - Rivierenbuurt,52.35448,4.89729,Entire home/apt,2,31,03-11-2019,0.66,1,0,75
969862,Living in a houseboat on the water,5297940,Helga,,Zuid,52.341120000000004,4.84762,Private room,2,165,20-03-2020,1.99,1,0,95
10853698,Centre-based Wonderful House,18703009,Joost,,De Baarsjes - Oud-West,52.374109999999995,4.86437,Entire home/apt,2,5,06-03-2016,0.09,1,0,85
12497906,Cosy design loft near city centre,24588556,Pamela,,De Baarsjes - Oud-West,52.36607,4.8650199999999995,Entire home/apt,1,0,,,1,9,250
18028440,Bright 2p penthouse | Vondelpark & Museum Area,123999225,Gerrit & Hannie,,Zuid,52.35539,4.86832,Entire home/apt,2,7,29-05-2017,0.18,1,0,210
13904818,Bright 2 bedroom apartment,14432636,Fabio,,Slotervaart,52.35759,4.82956,Entire home/apt,4,9,30-10-2016,0.19,1,0,116
6764251,Family Home In Westerpark,35411832,Simon,,Westerpark,52.3822,4.87231,Entire home/apt,3,15,30-12-2019,0.29,1,16,211
23878466,Cosy Westerpark apartment with stunning view,179406010,Marie-Anne,,Westerpark,52.38498,4.8711400000000005,Entire home/apt,2,3,20-04-2018,0.11,1,0,150
7718405,"Cosy, clean and beautiful shared apartment.",25023338,Giannis,,Bos en Lommer,52.38171,4.855090000000001,Private room,1,2,13-03-2016,0.03,1,0,140
21773655,50 m2 Apartment in de Pijp (Heineken museum area),2900177,Florence,,De Pijp - Rivierenbuurt,52.356390000000005,4.894769999999999,Entire home/apt,2,0,,,1,0,150
19956203,Magnificent city centre B&B,15369772,Marjorie,,Centrum-Oost,52.37283,4.9009599999999995,Private room,3,35,05-01-2020,1.03,1,0,250
9703829,Cosy light appartment in the Pijp,14255059,Fleur,,De Pijp - Rivierenbuurt,52.35154,4.90077,Entire home/apt,2,26,22-10-2017,0.47,1,0,109
34966721,Nice top floor apartment with a lovely view...,933597,Erik,,Oud-Noord,52.3854,4.91437,Private room,2,10,24-11-2019,1.14,1,0,100
4655656,"The one you'll love..clean,quiet,cosy& central",23886273,Marielle,,De Baarsjes - Oud-West,52.36715,4.8754599999999995,Private room,5,207,24-02-2020,3.08,2,301,120
19923992,New! east-central apartment with big garden,88890749,Kim,,Oostelijk Havengebied - Indische Buurt,52.362590000000004,4.94064,Entire home/apt,2,2,24-09-2017,0.06,1,0,159
32813817,Monumental double floor house + front & back yard,14976812,Jan-Willem,,Oud-Oost,52.3599,4.925730000000001,Entire home/apt,2,1,13-03-2019,0.07,1,0,300
29900691,Cozy Studio Amsterdam,224834104,Marc,,Bos en Lommer,52.375659999999996,4.8448400000000005,Entire home/apt,2,18,02-02-2020,0.95,1,177,98
10070776,Nice apartment next to Vondelpark,17417098,Veerle,,Zuid,52.35325,4.85245,Entire home/apt,2,5,17-04-2017,0.1,1,0,200
9305071,Family apartment Amsterdam Centre,19497851,Kim,,De Pijp - Rivierenbuurt,52.35755,4.90267,Entire home/apt,5,27,21-02-2020,0.57,1,0,250
43704782,Beautiful apartment close to Vondelpark,12715495,Gerlanda,,Zuid,52.35326,4.84591,Entire home/apt,2,0,,,1,23,100
1043622,Gentle 2 Studio,2321097,Beheer,,Centrum-West,52.370709999999995,4.885680000000001,Entire home/apt,3,62,29-05-2019,0.72,3,262,125
13729010,Brand new home in Amsterdam East,6651424,Ernest,,Oud-Oost,52.358470000000004,4.93384,Entire home/apt,2,36,23-02-2020,0.75,1,13,160
29655453,Romantic apartement on the canal in the Jordaan,54890277,Daan,,Centrum-West,52.37662,4.88353,Entire home/apt,3,3,14-05-2019,0.16,1,0,179
29325651,Authentic stylish appartment with a view,59877255,Ruth,,De Pijp - Rivierenbuurt,52.35718,4.89974,Entire home/apt,2,10,11-01-2019,0.5,1,0,150
12447310,"Designhome, roofterrace, Vondelpark",24394024,Liesbeth,,Zuid,52.35617,4.86891,Entire home/apt,3,25,04-01-2020,0.5,1,172,395
42252931,Wake me up! Lovely light & cosy app. in de Pijp!,9241074,Ellemieke,,De Pijp - Rivierenbuurt,52.35607,4.88812,Entire home/apt,3,0,,,1,6,150
18784137,Spacious luxury room in beautiful houseboat,34057581,Maura,,Noord-West,52.40867,4.9005,Private room,1,0,,,2,0,120
29120704,Studio Lior,19886464,Rob,,Oud-Oost,52.365970000000004,4.9271400000000005,Private room,2,31,26-02-2020,1.62,1,207,98
23814393,STUDIO in cozy A'dam area!,113977564,Willem,,De Baarsjes - Oud-West,52.37192,4.86554,Entire home/apt,2,7,16-08-2019,0.26,14,0,125
19619006,Sunny apartment with beautiful balcony,51822735,Ellen,,De Pijp - Rivierenbuurt,52.34641,4.909330000000001,Entire home/apt,3,4,10-09-2019,0.12,1,0,130
19686475,Spacious apartment with rooftop terrace & jacuzzi,27184823,Jackie,,Zuid,52.34617,4.86279,Entire home/apt,2,13,02-01-2020,0.39,1,0,120
27271842,Lovely private room in Amsterdam-south,205436648,Lena,,Zuid,52.35249,4.85803,Private room,2,15,22-09-2019,0.67,1,0,65
29435883,Family house with garden Watergraafsmeer Amsterdam,24666452,Mirjam,,Watergraafsmeer,52.35194,4.9416,Entire home/apt,3,6,31-12-2019,0.34,1,10,150
740616,Private Room at our LoveNest in Amsterdam,3846003,Patricia And Carlos,,Centrum-Oost,52.36213,4.91045,Private room,3,77,15-06-2019,0.83,2,0,99
11580852,Central located house with garden in Hip West area,60909308,Ernestine,,De Baarsjes - Oud-West,52.36572,4.86413,Entire home/apt,3,26,04-01-2020,0.51,1,0,90
15877415,Lovely apt in the famous ''De Pijp'' district,7821171,Bas,,De Pijp - Rivierenbuurt,52.35582,4.90001,Entire home/apt,2,0,,,1,0,100
38063046,Private Cosy Bedroom with Shared Living,62518810,Ishan,,Oud-Oost,52.365390000000005,4.9278,Private room,3,3,30-09-2019,0.33,1,90,200
20723785,Jewel in the Jordaan,33343981,Eveline,,Centrum-West,52.3758,4.87925,Entire home/apt,2,31,01-09-2019,0.99,1,123,150
42190213,Nice Room in Amsterdam for up to 2 People,9243787,Claudia,,Bos en Lommer,52.383359999999996,4.85121,Private room,1,0,,,3,0,70
41003012,Apartment @ NDSM - Amsterdam,306099116,Francesca,,Noord-West,52.40652,4.89495,Entire home/apt,2,1,15-03-2020,0.34,1,97,180
6334867,Beautiful & central apartment,32555013,Olivier,,De Baarsjes - Oud-West,52.36164,4.86141,Entire home/apt,5,10,27-02-2018,0.28,1,0,150
4864384,2-Person Balcony Room + Free Parking,18482089,Klaas,,De Aker - Nieuw Sloten,52.34932,4.78782,Private room,1,150,09-03-2020,2.33,2,365,49
18855100,Royal Residence,131350539,Kees,,Centrum-West,52.3685,4.88467,Entire home/apt,2,11,03-09-2017,0.3,1,0,299
8368805,Great room in city centre south,44108093,Ulrich,,De Pijp - Rivierenbuurt,52.35282,4.90129,Private room,2,108,01-12-2019,1.92,1,89,62
1719227,"B&B Hutspot , 1",9064219,B&B HutSpot,,Oud-Noord,52.39675,4.9177800000000005,Private room,1,0,,,1,0,84
21595024,Special Room in Amsterdam for up to 2 People,9243787,Claudia,,Bos en Lommer,52.38232,4.85149,Private room,1,17,15-03-2020,2.16,3,0,65
13508361,Authentic house in trendy district near citycentre,29980087,Rianne,,Oud-Noord,52.39059,4.90828,Entire home/apt,2,38,30-09-2018,0.78,1,0,115
14060888,Lovely apartment next to FOODHALLEN in A'dam West,84399378,Elian,,De Baarsjes - Oud-West,52.36651,4.86627,Entire home/apt,2,6,16-07-2017,0.13,1,0,120
24159344,Comfortable room in Amsterdam Noord,4668971,Philip,,Oud-Noord,52.39248,4.9246,Private room,2,86,08-06-2020,3.51,3,22,50
32176033,Spacious family house/business traveler location,5497055,Benine,,Zuid,52.345659999999995,4.8718900000000005,Entire home/apt,3,6,07-07-2019,0.43,1,0,300
13511560,Cosy light family apartment with rooftop terrace,47193236,Margriet,,De Baarsjes - Oud-West,52.36074,4.8586599999999995,Entire home/apt,2,11,25-08-2019,0.24,1,0,139
34734361,"Beautiful appartment in Amsterdam, great location",55081743,Bas,,Watergraafsmeer,52.3392,4.91846,Entire home/apt,2,2,16-06-2019,0.16,1,0,199
5286168,Loft on canal with perfect location,21825783,Joost,,Centrum-West,52.366620000000005,4.88478,Entire home/apt,2,12,25-05-2016,0.22,1,0,160
16187607,Luxurious design apartment nearby city center,16389055,Merel,,Oud-Oost,52.35585,4.9170300000000005,Entire home/apt,1,3,21-01-2017,0.07,1,0,130
15478296,Great appartment near city centre with roofterras!,49754562,Eric,,Westerpark,52.38885,4.88431,Entire home/apt,2,28,11-11-2019,0.63,1,177,240
33389453,Big apartment in the Pijp with rooftop terrace,251538974,Valentine,,Zuid,52.35433,4.88503,Entire home/apt,1,0,,,1,75,750
9022717,Sunny ground floor apartment,47105043,Eveline,,De Pijp - Rivierenbuurt,52.34969,4.88742,Entire home/apt,2,4,31-01-2020,0.19,1,5,190
3849875,"Spacious apartment, green garden",3505809,Robert-Willem,,Oud-Oost,52.35628,4.921880000000001,Entire home/apt,6,34,17-08-2018,0.48,1,0,120
16641065,"Luxurious, modern apartment in popular A'dam West",2689467,Joost & Louky,,De Baarsjes - Oud-West,52.36489,4.853330000000001,Entire home/apt,2,19,10-03-2019,0.47,1,0,175
10405630,Spacious apartment in vibrant East,53580342,Floor,,Oud-Oost,52.35545,4.92209,Entire home/apt,3,19,02-01-2019,0.36,1,0,150
40508791,"Quiet apartment with garden, near city centre!",45996789,Christina,,Watergraafsmeer,52.34405,4.9265,Entire home/apt,4,10,11-03-2020,1.88,1,0,65
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.3491,4.83611,Private room,2,196,24-03-2020,1.8,2,357,40
14291827,Sunny loft - two balconies - Vondelpark,5531316,Caspar,,Zuid,52.356120000000004,4.85279,Entire home/apt,3,6,01-01-2019,0.14,1,179,185
5836403,Comfortable 2P apt. in west | Next to Foodhallen,22411730,Andrea,,De Baarsjes - Oud-West,52.36568,4.8688,Entire home/apt,2,9,24-09-2017,0.15,1,0,130
699991,Friendly ap. near centre Amsterdam,3557630,Mercy,,Westerpark,52.39009,4.8830599999999995,Entire home/apt,2,60,03-02-2020,0.64,1,143,97
15652360,Mr. Vondel,101015694,Anna,,Zuid,52.354820000000004,4.87884,Private room,3,37,04-07-2019,0.85,2,0,115
21380497,"Nice appartment for two (80m2), in Amsterdam West",17508496,Deirdre,,Westerpark,52.37525,4.8702,Entire home/apt,2,1,03-12-2017,0.03,1,0,150
39415440,room for 1/2 people in a shared apartment,196831856,Sara,,Noord-Oost,52.399770000000004,4.95045,Private room,1,7,04-01-2020,1.1,1,0,35
29071896,Beautiful Studio on ground floor in Westerpark,219062056,Bram,,Westerpark,52.38325,4.87421,Entire home/apt,1,23,16-03-2020,1.15,1,364,100
11347669,Cosy room with double bed & lounge,53005025,Haenk,,De Pijp - Rivierenbuurt,52.346000000000004,4.89291,Private room,3,52,22-02-2020,1.01,1,320,75
36470233,Comfy modern retreat in the Pijp,121799839,Casper,,De Pijp - Rivierenbuurt,52.35293,4.89077,Entire home/apt,1,2,30-09-2019,0.2,1,0,180
759299,beautiful spacious appartment near Vondelpark,3548522,Susanne,,De Baarsjes - Oud-West,52.36096,4.85352,Entire home/apt,2,9,19-01-2020,0.12,3,138,225
38277051,Bright and spacious Amsterdam apartment,9543617,Annelien,,De Baarsjes - Oud-West,52.36085,4.86503,Entire home/apt,4,0,,,1,0,210
1454784,"Cosy apartment Amsterdam, de pijp",6681879,Kalina,,De Pijp - Rivierenbuurt,52.352270000000004,4.88981,Entire home/apt,2,43,23-05-2020,0.62,1,79,105
6757040,5 ★ Boutique | UNIQUE ROOFTOP GARDEN | 120M2,35376227,Hus,,De Pijp - Rivierenbuurt,52.35565,4.89895,Entire home/apt,1,51,30-12-2019,1.03,3,116,130
24683105,Apartment on the corner of Leidse Square!,186226269,Martine,,Centrum-Oost,52.36611,4.88278,Entire home/apt,3,19,15-07-2019,0.89,1,0,175
19362044,Nice 2-person apartment!,135704962,Shane,,Slotervaart,52.36055,4.838430000000001,Entire home/apt,5,5,04-08-2018,0.14,1,0,115
33029686,Great apartment in trendy Pijp,248594626,Joël,,De Pijp - Rivierenbuurt,52.349759999999996,4.8939900000000005,Entire home/apt,3,6,31-12-2019,0.41,1,0,148
18573628,Midtown Triple Room,128826790,Natasja & Mylan,,De Baarsjes - Oud-West,52.36775,4.87403,Hotel room,2,92,11-03-2020,2.47,4,352,165
3180607,Lovely modern family house with private parking,16125509,Niki,,IJburg - Zeeburgereiland,52.35217,4.999630000000001,Entire home/apt,3,15,15-08-2018,0.25,1,0,185
41958417,Clean & Comfortable room in historic city center,107173083,Mireille,,Centrum-West,52.37173,4.87575,Private room,1,3,28-05-2020,1.43,4,14,75
40935083,Gorgeous renovated studio loft with stunning views,75158825,Caroline,,Noord-West,52.41532,4.88439,Private room,2,4,23-02-2020,0.75,1,150,120
18499975,Luxurious city apartment near Rijksmuseum!,6851849,Dirk Jan,,Centrum-Oost,52.36267,4.88808,Entire home/apt,1,27,03-11-2019,0.72,1,363,297
31466799,Amsterdam,174165948,Pg,,De Pijp - Rivierenbuurt,52.34908,4.90904,Private room,1,1,04-03-2019,0.06,1,177,70
9860549,Spacious room in shared apartment,18912886,Luisa,,Watergraafsmeer,52.35411,4.9403,Private room,3,1,08-05-2016,0.02,1,0,100
24951309,"Cosy appartment in ‘de Pijp’, great location!",8696019,Talitha,,De Pijp - Rivierenbuurt,52.351459999999996,4.88842,Entire home/apt,4,12,14-09-2019,0.5,1,126,165
25705994,Two room attic apartment on Amsterdam hotspot,5022649,Jip,,De Pijp - Rivierenbuurt,52.35573,4.90116,Private room,2,9,24-02-2020,0.44,2,73,105
7292814,Bright canal apt. in centre Amsterdam.,38194581,Froukje,,Centrum-Oost,52.36319,4.8975,Entire home/apt,5,14,11-04-2017,0.24,1,0,105
13612108,Nice/cozy Appartment near RAI & de PIJP',50808412,Daphne,,De Pijp - Rivierenbuurt,52.34408,4.90405,Entire home/apt,3,37,10-03-2020,0.8,1,51,85
42813857,Garden Neighborhood Close to Central Station,341001087,Anderson,,Noord-West,52.41301,4.89018,Private room,1,0,,,1,92,43
440992,Charming houseboat near Olympic St.,2191136,Jan,,Zuid,52.34279,4.84985,Entire home/apt,3,101,22-09-2019,1.03,1,48,220
43122310,"Luxury Suites Amsterdam, Royal Suite",318649852,Luxury Suites,,Centrum-Oost,52.370940000000004,4.90295,Private room,1,0,,,6,344,6477
10897598,Cosy appartement in the city centre,52650276,Ebubekir,,Centrum-West,52.3869,4.8861300000000005,Entire home/apt,1,2,08-04-2016,0.04,1,0,83
21859606,Apartment with terrace in quiet street in Centre!,60048976,Lucy,,Centrum-West,52.37464,4.89147,Private room,3,26,24-12-2019,0.87,2,169,195
222516,Cosy home in Amsterdam West | Quiet and safe,1155595,Alex,,De Baarsjes - Oud-West,52.3611,4.8589400000000005,Entire home/apt,3,128,06-01-2020,1.22,1,9,119
3526459,Trendy private apartment citycentre,17756316,Maudi,,Osdorp,52.35196,4.80181,Entire home/apt,3,49,18-11-2019,0.69,1,31,65
4651470,"Cosy, typical Amsterdam apartment",8719144,Daniel & Nina,,Oostelijk Havengebied - Indische Buurt,52.36173,4.93306,Entire home/apt,2,14,07-08-2016,0.21,1,0,85
21703216,"Beautiful studio in quiet, central neighborhood",8340979,Henriette,,Westerpark,52.38414,4.87285,Entire home/apt,4,8,16-09-2018,0.27,1,0,70
19397676,Historic maisonette in quiet part of the Jordaan,95922452,Eveline,,Centrum-West,52.38261,4.88267,Entire home/apt,2,30,08-03-2020,1.15,1,364,200
36904839,Lovely double room in Amsterdam City Center,276830863,Houman,,Centrum-Oost,52.35879,4.90137,Hotel room,1,6,20-03-2020,0.71,2,89,60
19731559,Comfy & private apartment near Heineken experience,18539990,MacKenzie,,De Pijp - Rivierenbuurt,52.35091,4.88846,Entire home/apt,2,0,,,1,0,200
38616827,Cosy house with garden in charming & leafy street,19902029,Leendert,,Watergraafsmeer,52.353359999999995,4.92828,Entire home/apt,4,7,31-12-2019,0.86,1,88,135
20042421,"Quiet apartment, greatly situated  & well equipped",14375507,Allard,,De Pijp - Rivierenbuurt,52.35078,4.90641,Entire home/apt,1,5,26-09-2017,0.15,1,0,120
16277689,Lovely apartment - PIJP,106467757,Jeja & Bob,,De Pijp - Rivierenbuurt,52.3566,4.9005,Entire home/apt,3,12,07-05-2018,0.29,1,0,130
22135791,Cozy and big apartment near the heart of Amsterdam,50655846,Ilayda,,Slotervaart,52.348620000000004,4.8392,Entire home/apt,2,0,,,1,0,450
41971577,Original historic houseboat for nonsmoking couple,332253477,Mark,,De Baarsjes - Oud-West,52.36549,4.873480000000001,Entire home/apt,1,0,,,1,0,375
13632710,Lovely Spacious Watervilla,11599666,Inge,,IJburg - Zeeburgereiland,52.36353,4.98215,Entire home/apt,6,5,23-08-2017,0.11,1,0,150
9840061,unique historic basement,44419971,Kiek,,Centrum-West,52.37997,4.89288,Private room,2,263,02-03-2020,4.86,1,103,120
35791569,"Colourful house in ""Garden Village"" near NDSM",17908565,Sharon,,Noord-West,52.41339,4.89046,Entire home/apt,2,15,15-03-2020,1.29,1,24,95
23759081,Unique canal view apartment - perfect location,178204597,Claire,,Centrum-West,52.38644,4.89081,Entire home/apt,2,20,15-02-2020,0.74,1,4,149
14847357,Penthouse Amsterdam center (families & couples),8357289,Vikenti,,Centrum-Oost,52.36988,4.92513,Entire home/apt,4,3,20-04-2017,0.07,1,0,200
6825880,quiet city centre apartment,16564018,Rick,,Westerpark,52.38988,4.88739,Entire home/apt,2,50,02-07-2017,0.84,1,0,129
9462627,Beautiful home for the Holidays!,49035725,Roelant,,Centrum-Oost,52.36305,4.90939,Entire home/apt,4,1,02-01-2016,0.02,1,0,175
29705321,"Charming, typical bright apartment - 
B&B Anne",51403934,Anne,,De Baarsjes - Oud-West,52.36074,4.867369999999999,Private room,2,80,14-03-2020,4.23,1,160,150
11310110,Renovated apartment close 2 center,17593168,Neira,,Oostelijk Havengebied - Indische Buurt,52.359190000000005,4.93755,Entire home/apt,4,31,19-05-2019,0.6,1,0,114
39969190,Cozy completely renovated ap. at Westerpark!,36057610,Agata,,Westerpark,52.3815,4.872719999999999,Entire home/apt,2,4,06-01-2020,0.68,1,0,120
31114632,Unique stay on a clipper in North-Amsterdam,3357851,Henri,,Oud-Noord,52.39774,4.895630000000001,Private room,3,10,16-03-2020,0.65,6,201,80
21250804,New apartment @ Amsterdam,39160877,Bernadette,,IJburg - Zeeburgereiland,52.374320000000004,4.96512,Entire home/apt,2,29,03-03-2019,0.91,1,0,110
20166005,Amazing cozy apartment nearby Leidse Sqaure | 4P,143504957,Charles,,De Baarsjes - Oud-West,52.3633,4.87865,Entire home/apt,2,4,01-09-2017,0.12,1,0,125
3871631,100 m2 prachtig app. met dakterras,19999151,Monique,,De Baarsjes - Oud-West,52.366620000000005,4.8727599999999995,Entire home/apt,3,80,31-07-2019,1.13,1,48,200
34046643,WONDERFUL 4 room FAMILY HOME in CITY CENTRE,66293562,Judith,,Westerpark,52.38542,4.88037,Entire home/apt,2,4,15-09-2019,0.32,1,9,375
3194778,Central Canal view ground floor duplex chld frndly,1347048,Family Of 5,,De Baarsjes - Oud-West,52.3719,4.8707,Entire home/apt,4,199,17-11-2019,3.39,3,0,250
15024573,Modern apartment with great view,3403063,David,,Slotervaart,52.35647,4.845280000000001,Entire home/apt,5,2,25-02-2020,0.18,1,164,129
9538986,Penthouse Van Lennep,4524749,Babette,,De Baarsjes - Oud-West,52.365840000000006,4.8745,Entire home/apt,4,16,06-05-2019,0.31,1,0,130
11408126,stylish cozy modern apt vondelpark,1820567,Rebecca,,De Baarsjes - Oud-West,52.36036,4.8627199999999995,Entire home/apt,1,16,22-08-2017,0.38,1,129,150
24039514,"1p bedroom in spacious apartment, great location",16469640,Ingrid,,De Pijp - Rivierenbuurt,52.35695,4.89224,Private room,9,0,,,1,0,75
12966085,Beautiful & quiet family house in upcoming East,71308508,Maarten,,Watergraafsmeer,52.34503,4.93128,Entire home/apt,3,3,01-01-2017,0.06,1,0,138
32027485,Bright Scandic designed apartment near the Jordaan,490564,Brechtje+Marijn,,De Baarsjes - Oud-West,52.37219,4.860040000000001,Entire home/apt,3,3,04-01-2020,0.27,1,0,145
12909346,Apartment with spacious sunny balcony next to park,18436383,Bobby,,Bos en Lommer,52.38459,4.8570199999999994,Entire home/apt,2,19,12-01-2020,0.39,1,0,90
17431839,Renovated apartment | WTC ~ RAI ~ ZUID,21572827,Hetty,,Zuid,52.34827,4.876519999999999,Entire home/apt,2,39,16-02-2020,1.16,4,180,225
25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.363409999999995,4.88971,Entire home/apt,7,0,,,9,301,182
32585416,"Amazing, completly renovated home in the Pijp",244898330,Chris,,De Pijp - Rivierenbuurt,52.35564,4.8951400000000005,Entire home/apt,5,0,,,1,0,200
39066879,Naturist Bed and Breakfast,2242235,Erik,,De Aker - Nieuw Sloten,52.34567,4.7875,Private room,1,1,01-02-2020,0.23,1,0,48
13092978,Hotel in the heart of Amsterdam 2p,67005410,Feliciano,,Centrum-West,52.37355,4.89837,Private room,1,127,14-03-2020,2.58,16,365,115
5132885,Luxurious Canal & Square View House,25832900,Peike,,Centrum-Oost,52.36197,4.89915,Private room,1,12,07-03-2020,0.23,2,189,200
23951450,Great light apartment at a central location!,7281237,Julie,,Oud-Oost,52.35768,4.91055,Entire home/apt,2,14,16-08-2019,0.56,1,0,200
9037568,Light & spacious apartment,18933898,Suzanne,,Oud-Oost,52.35649,4.90781,Entire home/apt,4,1,03-01-2016,0.02,1,0,159
10957038,Great family home in Amsterdam,20964937,Juliette,,Zuid,52.34523,4.87849,Entire home/apt,4,12,15-02-2020,0.26,1,129,350
8417290,"Nice 3br home for families or couples, Vondelpark!",16146283,Jikke,,De Baarsjes - Oud-West,52.36015,4.85546,Entire home/apt,2,6,10-10-2016,0.11,1,0,110
16696921,Modern apartment in populair Amsterdam East!,59140081,Rosanne,,Oostelijk Havengebied - Indische Buurt,52.36483,4.93801,Entire home/apt,3,41,28-06-2019,1.03,1,177,115
28973269,souterrain kamers met ontbijtruimte vondelpark,25681294,Eltjo (& Linda),,Zuid,52.35354,4.86526,Private room,3,23,11-02-2020,1.12,1,0,129
17759347,Unique canal view stylish apartment,121195108,Sophie,,Centrum-Oost,52.36079,4.8941300000000005,Entire home/apt,2,31,23-10-2019,0.81,1,89,249
14884099,Luxurious garden apartment - de Pijp /Amstelriver,4077707,Lea,,De Pijp - Rivierenbuurt,52.34268,4.90815,Entire home/apt,2,15,31-05-2019,0.33,1,0,170
23105158,Romantic family house Amsterdam centre,8545919,Bart,,De Baarsjes - Oud-West,52.36205,4.86832,Entire home/apt,3,13,16-02-2020,0.47,1,18,199
40367212,hotspot centrum Amsterdam queen apartment,312020333,Tom,,Centrum-West,52.37597,4.896319999999999,Entire home/apt,7,1,03-01-2020,0.19,4,158,280
36287384,Lovely appartement along the Amsterdam Amstel,260321149,Pieter,,Watergraafsmeer,52.340309999999995,4.92105,Entire home/apt,1,10,07-03-2020,0.96,1,160,135
37797868,Beautiful large room with living space,286038946,Ramon,,De Baarsjes - Oud-West,52.37334,4.85893,Private room,1,43,15-03-2020,4.4,3,7,70
12123226,Great Family home @ lovely spot,31639736,Dorine,,De Pijp - Rivierenbuurt,52.33812,4.89532,Entire home/apt,2,1,07-08-2016,0.02,1,0,150
14865493,Lovely appartment with balcony!,9560051,Jelly,,Oud-Oost,52.35176,4.916519999999999,Entire home/apt,2,32,01-01-2020,0.72,1,2,150
30838698,KINGSDAY w/ KINGSIZE bed few minutes from centre,39231243,Carlos,,Zuid,52.35464,4.85623,Private room,1,0,,,2,0,80
43002946,Rembrandt Studio 1,251542517,FantasticStay,,Centrum-Oost,52.365970000000004,4.89269,Entire home/apt,3,0,,,42,318,107
5067852,Lovely bright apartment in Oud-West,3566867,Veere,,De Baarsjes - Oud-West,52.359840000000005,4.86301,Entire home/apt,2,13,18-06-2017,0.21,1,0,115
42393049,"Classic Yacht ""Vredebest'' city centre Amsterdam",337009580,Ton,,Centrum-West,52.38355,4.8935900000000006,Private room,7,0,,,4,0,179
24099907,Bright house with large garden in buzzing east,1643414,Daniel & Sanne,,Oud-Oost,52.35805,4.9177800000000005,Entire home/apt,4,4,02-01-2020,0.16,1,0,240
41021432,Traditional Style Apartment with Canal View.,82124847,Sharon,,Centrum-West,52.37451,4.88481,Entire home/apt,3,5,17-02-2020,1.01,1,0,145
23684337,Apartment in canal house (17th century) downtown,12354457,Sebastiaan,,Centrum-West,52.37726,4.89007,Entire home/apt,3,33,22-02-2020,1.2,1,240,125
23854270,cozy appartament Amsterdam North /no extra cost,179173426,Maria,,Noord-Oost,52.40415,4.9417,Entire home/apt,3,3,29-12-2019,0.11,1,0,110
