id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6439888,Friendly FAMILY house in Amsterdam (free parking),4381603,Eelke,,Noord-Oost,52.38823,4.95921,Entire home/apt,3,12,04-08-2019,0.35,1,0
16747165,Cosy & modern renovated apartment in city center,111104003,Anne,,De Baarsjes - Oud-West,52.36992,4.8751,Entire home/apt,3,5,23-07-2017,0.12,1,0
802052,Sleeping in a unique ship in the center of A'dam!,4221960,Peter,,Centrum-Oost,52.36495,4.90984,Private room,1,674,07-06-2020,7.35,1,309
18986270,Stylish Studio in Houseboat | CANAL VIEW | City Centre,1464510,Wendy And Bram,,Bos en Lommer,52.38398,4.8606,Private room,2,61,02-03-2020,1.66,78,0
28569099,3 bedroom unique 204M2 loft,16607835,Martine & Richard,,Centrum-Oost,52.361090000000004,4.9087,Entire home/apt,5,2,11-06-2019,0.15,2,76
32165290,Private Room in a Quiet Neighborhood,60665713,Goffert,,Oud-Noord,52.390809999999995,4.92705,Private room,2,1,25-02-2019,0.06,1,0
2912309,Classic home with a view and rooftop terrace,6485357,Monica,,De Pijp - Rivierenbuurt,52.35298,4.9076699999999995,Entire home/apt,3,38,31-08-2019,0.52,1,0
31506891,Private appartment nearby Amstel,145112973,Louis,,De Pijp - Rivierenbuurt,52.34319,4.90971,Entire home/apt,1,14,15-03-2020,0.84,1,0
18137942,nice house with garden,76413428,Piet,,De Pijp - Rivierenbuurt,52.34815,4.90816,Entire home/apt,4,6,18-08-2017,0.16,1,0
12103761,Cosy and clean appartment + garden!,2277021,Mariel,,Bos en Lommer,52.37404,4.84706,Entire home/apt,2,3,14-05-2018,0.07,1,0
21778001,Cosy and sunny apartment in the Pijp.,158680156,Chaka,,De Pijp - Rivierenbuurt,52.354409999999994,4.901730000000001,Entire home/apt,2,13,17-06-2018,0.43,1,0
14711794,Light apartment next to Vondelpark,1486411,Kimo En Marieke,,De Baarsjes - Oud-West,52.36251,4.86241,Entire home/apt,3,2,18-12-2018,0.06,1,0
39275166,Cozy ground floor city apartment,120258144,Paul,,Bos en Lommer,52.38278,4.8528199999999995,Entire home/apt,1,0,,,1,0
13792014,,56754302,Shanna,,De Baarsjes - Oud-West,52.37169,4.86399,Entire home/apt,2,3,15-08-2016,0.06,1,0
28168184,Amsterdam Central Station- Private room,209225693,Ana,,Centrum-West,52.37669,4.8975,Private room,2,82,22-02-2020,3.84,3,0
1205976,Great View Apartment in the Jordaan,2095158,Claudio,,Centrum-West,52.38278,4.8821900000000005,Entire home/apt,21,4,28-08-2017,0.05,1,0
10934482,"Spacious, light, sunny roof terrace",4605363,Melissa,,De Baarsjes - Oud-West,52.36827,4.86621,Entire home/apt,2,28,16-09-2018,0.55,1,0
13747600,"Ground floor apartment w garden, cat lovers only.",26959204,Natália,,De Baarsjes - Oud-West,52.37206,4.85401,Entire home/apt,3,0,,,1,0
32653458,BREATHTAKING CANAL HOUSE IN HISTORICAL LABORATORY,219258828,Judith,,Centrum-Oost,52.36531,4.90881,Entire home/apt,2,2,01-01-2020,0.19,2,342
34860636,Spacious (185 m2) loft in the heart of Amsterdam,262809347,Marit,,Centrum-West,52.37343,4.879659999999999,Entire home/apt,1,1,23-07-2019,0.09,1,0
9366776,Light & Stylish 3 room apartment,8795077,Jan,,De Baarsjes - Oud-West,52.36699,4.8537099999999995,Entire home/apt,3,1,10-02-2016,0.02,3,0
15324802,Studio Apartment by the Amstel River,24512834,Philip,,Watergraafsmeer,52.33934,4.92044,Entire home/apt,1,45,29-04-2019,1.02,2,0
26617872,Large family house close to center!,200110602,Alexa,,Noord-Oost,52.38832,4.9560900000000006,Entire home/apt,3,2,12-08-2018,0.09,1,0
40335482,Canal House Boat Stay; brand new! Rembrandt Suite,808981,Caspar & Enza,,Centrum-West,52.36983,4.88235,Private room,3,17,02-06-2020,2.82,2,289
41317137,"Cosy, light apartment at the canal",24938440,Amber,,De Baarsjes - Oud-West,52.36342,4.85763,Entire home/apt,2,0,,,1,84
3525634,Cute cozy 1BD apt in Amsterdam city,3264738,Pay,,Westerpark,52.37916,4.87056,Entire home/apt,2,110,03-01-2020,1.53,1,0
11000373,Familyhouse located at canal - 20 min. from CS,56942995,Erika,,IJburg - Zeeburgereiland,52.35642,4.99872,Entire home/apt,5,9,21-10-2019,0.17,1,130
7015007,Luxurious apartment for 4 & stunning view balcony,9084829,Anne,,Bos en Lommer,52.381640000000004,4.85407,Entire home/apt,4,25,03-01-2020,0.43,1,364
2405360,Apartment in centre of Amsterdam,12293873,Sjors,,Centrum-Oost,52.36782,4.92811,Entire home/apt,3,23,19-08-2019,0.54,1,7
13639223,Mooi appartement bij het vondelpark,46108255,Bob,,De Baarsjes - Oud-West,52.3595,4.85201,Entire home/apt,2,2,07-08-2016,0.04,1,0
39199468,Room 3 close to Vondelpark in the centre (2nd fl),299515000,Ashieq,,De Baarsjes - Oud-West,52.35886,4.85659,Private room,2,7,08-03-2020,0.89,4,177
18886577,"Nice Room Amsterdam, Bathroom/Netflix/Wifi & Bikes",130649752,Mi BnB - Your Home In Amsterdam,,Geuzenveld - Slotermeer,52.38348,4.8267,Private room,2,93,16-02-2020,2.64,2,331
12374650,Zoku Loft XL - Home/Office Hybrid.,30890942,Zoku Amsterdam,,Centrum-Oost,52.363,4.90586,Hotel room,7,0,,,4,2
14527517,Cozy room in modern apt close to city centre,19909435,Magda,,Slotervaart,52.35398,4.83996,Private room,2,15,12-02-2017,0.33,1,0
41231650,Lovely apartment w/ a view in centre of Amsterdam,13147761,Etienne,,Centrum-Oost,52.36508,4.9055599999999995,Entire home/apt,2,1,16-02-2020,0.26,1,0
30055216,LOVELY BRIGHT APARTMENT IN THE PIPE (CENTRE),225854778,Gregor,,De Pijp - Rivierenbuurt,52.357279999999996,4.88933,Entire home/apt,2,0,,,1,0
8707883,Big family house - child friendly,5646772,Jurriaan,,IJburg - Zeeburgereiland,52.3637,4.97959,Entire home/apt,4,1,02-01-2016,0.02,1,0
11613486,Spacious Lovely Apartment + Garden,61257042,Herman,,Oostelijk Havengebied - Indische Buurt,52.36011,4.9404699999999995,Entire home/apt,3,1,08-05-2016,0.02,1,0
40523251,Cozy Apartment very Close to Amsterdam City Centre,313736379,F,,De Baarsjes - Oud-West,52.37258,4.85001,Entire home/apt,2,2,09-02-2020,0.37,3,179
39695287,Gorgeous double floor apartment with sunny terrace,139211812,Vivian,,Oud-Oost,52.35249,4.9124300000000005,Entire home/apt,3,2,02-12-2019,0.3,1,3
203658,Best Area - Large Luxury 3 Bdr Home,999036,Eelco,,Zuid,52.34744,4.86886,Entire home/apt,3,24,02-07-2017,0.23,1,0
23916835,Amazing appartment for 2 in the heart of Amsterdam,4118996,Timo,,Centrum-West,52.37143,4.88168,Entire home/apt,1,17,03-01-2020,0.66,1,0
10899421,Amazing apartment in City Center,56484880,Adriana,,Centrum-West,52.37813,4.88353,Entire home/apt,4,6,17-05-2018,0.12,1,0
20189971,Great appartment near Vondelpark!,143758008,Sjors,,De Baarsjes - Oud-West,52.36084,4.85896,Entire home/apt,2,10,26-12-2017,0.29,1,0
24816987,Private room in renovated appartment!,64184836,Frank,,Zuid,52.35131,4.84986,Private room,2,4,05-08-2018,0.16,1,0
22379128,Authentic Amsterdam Apartment,3093794,Miriam,,Centrum-Oost,52.37167,4.91014,Entire home/apt,90,2,25-08-2018,0.07,1,362
6067413,Charming house nearby Amsterdam,6471185,Mike,,Gaasperdam - Driemond,52.30552,5.01698,Entire home/apt,2,41,10-06-2019,0.66,1,0
23494410,Black & White studio,44168250,Ruben,,Centrum-West,52.36695,4.88368,Private room,2,47,05-03-2020,1.81,21,344
19321335,Cosy but spacious & conveniently located apartment,8612766,Leonie,,Bos en Lommer,52.37976,4.8466,Entire home/apt,5,4,25-07-2018,0.11,1,0
23993741,Appartment in Amsterdam - available for Easter,168402617,Lisa,,De Baarsjes - Oud-West,52.36405,4.85698,Entire home/apt,2,1,02-04-2018,0.04,1,0
23019567,"Charming, bright top floor flat - amazing location",28349237,Amanda,,Westerpark,52.37422,4.875319999999999,Entire home/apt,3,17,17-09-2019,0.64,1,0
40213477,Charming appartment near city centre,45843914,Bianca,,Zuid,52.34553,4.85986,Entire home/apt,2,0,,,2,0
24374892,"Lux. spacious 6p family apt Amst East,140m2,free P",183952617,Ties,,Watergraafsmeer,52.3578,4.94158,Entire home/apt,5,10,06-08-2019,0.39,1,160
23085668,Stylish authentic entire apartment in Amsterdam!,3809565,Linda & Guus,,Oud-Oost,52.35686,4.92077,Entire home/apt,1,3,21-07-2018,0.11,1,0
11404700,Modern and bright 4p apt in nice neighborhood,2296343,Arthur,,De Baarsjes - Oud-West,52.36557,4.868130000000001,Entire home/apt,2,9,23-12-2016,0.17,1,0
22171691,"Spacious, Bright & Modern @hip West & Vondelpark!",9262639,Niels,,De Baarsjes - Oud-West,52.36145,4.8666599999999995,Entire home/apt,3,6,03-09-2018,0.2,1,0
38567588,The Classic Canal Loft,48703385,Rowan,,Centrum-West,52.37058,4.88134,Entire home/apt,1,21,27-02-2020,2.37,2,0
31196610,Charming Central Apartment in 'De Pijp',7726024,Imko,,De Pijp - Rivierenbuurt,52.35629,4.89579,Entire home/apt,3,8,21-01-2020,0.57,1,0
1818037,cozy appartment in westerpark area ,6717803,Jacobus,,Westerpark,52.384879999999995,4.8728,Entire home/apt,3,24,26-09-2018,0.3,1,0
38221530,FANTASTISCH City Centre stay!,859799,Ilona,,Centrum-Oost,52.35992,4.89328,Entire home/apt,2,6,03-12-2019,0.83,1,0
8551961,Bright&new appartm. in city centre,27658042,Linda,,Westerpark,52.3748,4.8744,Entire home/apt,4,3,25-02-2016,0.05,1,0
26227391,Cozy apartment with great roofterras!,19407839,Milàn,,Westerpark,52.38973,4.8782,Entire home/apt,2,1,17-07-2018,0.04,1,0
40443681,Bedroom Old-West near Vondelpark,20693114,Tara,,De Baarsjes - Oud-West,52.3674,4.871519999999999,Private room,1,0,,,1,0
2229870,Charming apt on superb location!,11381560,Floor,,Zuid,52.35021,4.85797,Entire home/apt,3,0,,,1,62
30947860,3-Bedroom Apt Located Across from The Rijksmuseum,231241796,Short Stay Group,,Zuid,52.360079999999996,4.88295,Hotel room,1,2,22-10-2019,0.22,2,306
10817774,Bright & quiet flat with a terrace,392580,Anaïs,,Bos en Lommer,52.376490000000004,4.85555,Entire home/apt,2,44,08-10-2019,0.88,1,0
21178495,Amsterdam - Indische buurt - Convenient appartment,1129158,Rikkert,,Oostelijk Havengebied - Indische Buurt,52.36464,4.93815,Entire home/apt,3,10,26-05-2019,0.37,1,0
24434594,big family apartment for yourself 15min to Center,122902798,Nora,,IJburg - Zeeburgereiland,52.354279999999996,4.9970099999999995,Entire home/apt,2,5,07-07-2019,0.28,1,0
7628709,Bright & well located appartment,40018371,Marita,,Westerpark,52.37705,4.87178,Entire home/apt,2,35,29-09-2017,0.59,1,0
13369758,,75912457,Mark,,Bos en Lommer,52.37512,4.84544,Entire home/apt,2,24,05-09-2018,0.51,1,0
35764775,"Modern apartment in Amsterdam-West, incl. balcony",3128380,Nienke,,Bos en Lommer,52.38149,4.8570400000000005,Entire home/apt,2,4,15-09-2019,0.34,1,160
4861759,Quiet villa close to city centre,25007622,Mariette,,De Aker - Nieuw Sloten,52.3447,4.80047,Entire home/apt,2,8,15-08-2016,0.13,1,0
11155657,Lovely houseboat @ great location in the center!,54597209,Sjoerd,,Centrum-Oost,52.373259999999995,4.90751,Entire home/apt,3,30,09-10-2019,0.63,1,0
7198483,Entire apartment with large & quiet garden,19695891,Sandra,,Bos en Lommer,52.37614,4.85048,Entire home/apt,2,12,06-08-2017,0.21,1,159
39050754,Private quiet room in modern home on the canals,19630412,Marina,,Centrum-Oost,52.37236,4.90584,Private room,3,1,07-10-2019,0.12,2,0
6664240,Perfect located houseboat@Amstel !,34884693,Reinier & Irene,,Oud-Oost,52.353320000000004,4.91172,Entire home/apt,3,5,08-08-2019,0.22,1,94
14328121,Spacious Apt in center of Amsterdam,28852202,Maarten,,Centrum-West,52.38082,4.89226,Entire home/apt,2,7,24-10-2017,0.15,1,0
21605620,"Beautiful Private Place Central Station, Dam BVS2",1450666,Melanie,,Centrum-West,52.38322,4.88609,Private room,14,25,20-10-2019,0.79,2,354
13353566,Amsterdam City & Rural Life Combined. Free Parking,75415761,Iris,,Noord-Oost,52.38523,4.9558,Private room,3,19,17-06-2019,0.6,2,143
11969231,Spacious apartment&garden near RAI,9364054,Rogier,,De Pijp - Rivierenbuurt,52.3412,4.89766,Entire home/apt,3,5,11-09-2016,0.1,1,0
3258033,Private room in East Amsterdam,5664725,Per,,Oostelijk Havengebied - Indische Buurt,52.36475,4.93584,Private room,3,148,08-03-2020,2.04,1,0
13134404,Cool & Cosy with Roof Top in Trendy Neighbourhood,5994506,Najim,,Oud-Oost,52.35623,4.925330000000001,Entire home/apt,2,9,07-09-2019,0.22,1,7
16880350,"2 bedroom apartment, great location",112547534,Xandra,,Centrum-Oost,52.36235,4.89971,Entire home/apt,3,37,09-03-2020,0.94,1,20
4684609,Amazing Flat Near Centrum Amsterdam,23695599,Janina,,De Baarsjes - Oud-West,52.36122,4.8605,Private room,1,8,14-09-2019,0.13,1,0
30264925,Room with private entrance in heart of A'dam,85420364,Mewis,,Centrum-West,52.37249,4.89728,Private room,1,92,14-03-2020,5.26,2,236
14160557,"Simple but Cosy apartment,  Amsterdam West",12763424,Nienke,,Bos en Lommer,52.3797,4.86086,Entire home/apt,2,9,10-08-2019,0.21,1,0
6989796,Canal View apartment in City Centre,7613738,Neli,,Centrum-Oost,52.36244,4.89801,Entire home/apt,7,111,07-05-2020,1.95,2,295
4949715,Cosy apartment close to city center,8674617,Manon,,De Baarsjes - Oud-West,52.37105,4.847580000000001,Entire home/apt,3,20,15-02-2020,0.32,1,0
40890198,Warm apartment in quiet cosy street,6770737,Reinier,,Oud-Oost,52.35539,4.91562,Entire home/apt,3,0,,,1,4
7965714,Bright and spacious apartment in 'de Pijp',42030151,Klara,,De Pijp - Rivierenbuurt,52.35577,4.90489,Entire home/apt,3,21,03-09-2019,0.36,1,0
34929128,Cosy appartment in the centre of Amsterdam!,8813012,Naomi,,De Baarsjes - Oud-West,52.367940000000004,4.85245,Private room,2,3,21-10-2019,0.28,1,57
7196528,Beautiful apartment in Jordaan!,8748124,Tim,,Westerpark,52.37904,4.874619999999999,Entire home/apt,3,9,07-10-2018,0.35,1,0
24732648,Top private room near Center +free bikes,186119073,Hans,,De Pijp - Rivierenbuurt,52.35777,4.90276,Private room,1,217,19-03-2020,8.5,2,175
3774247,Apartment in Amsterdam ,19285155,Tessa,,Westerpark,52.37401,4.8726,Entire home/apt,3,79,29-09-2019,1.17,1,24
760074,"Nice Apartment 50m2, East Side!",3661217,Dorien,,Oostelijk Havengebied - Indische Buurt,52.363040000000005,4.93588,Entire home/apt,4,7,27-02-2020,0.08,1,160
20032424,Fully furnished appartement in Amsterdam,32657970,Djamel,,Bos en Lommer,52.37904,4.8459,Entire home/apt,2,0,,,1,0
18116541,Great apt in central Amsterdam with roof terrace,12480721,Lisette,,De Pijp - Rivierenbuurt,52.349909999999994,4.89014,Entire home/apt,2,52,16-02-2020,1.35,1,21
41039031,House at the park in the lovely Pijp district,320530958,Nina,,De Pijp - Rivierenbuurt,52.354620000000004,4.89856,Entire home/apt,2,0,,,1,0
22724935,Lovely apartment Museum Square,167702538,Maja,,Zuid,52.357479999999995,4.88248,Entire home/apt,4,16,23-08-2019,0.59,1,42
16340883,A studio for one person,106986148,Brigita,,Slotervaart,52.35347,4.83133,Entire home/apt,6,0,,,2,0
7431296,Cosy and spacious apartment,12823172,Maarten,,Zuid,52.356190000000005,4.85064,Entire home/apt,2,0,,,2,0
10423515,Spacious apartment near Amsterdam Zoo,53685261,Rogier,,Oud-Oost,52.360040000000005,4.925730000000001,Entire home/apt,2,4,31-08-2016,0.08,1,0
6150149,Lovely apartment @ Amsterdam-West,5252677,Ilona,,De Baarsjes - Oud-West,52.36554,4.875369999999999,Entire home/apt,3,10,02-04-2018,0.17,1,0
16084127,Private & Clean apartment - Vondelpark view!,28289832,Moja,,De Baarsjes - Oud-West,52.36312,4.87721,Private room,2,230,15-03-2020,6.35,1,142
14459591,Bright 2-bed canalside apartment with balcony,89059118,Joris,,De Baarsjes - Oud-West,52.36716,4.85813,Entire home/apt,2,6,25-06-2017,0.13,1,0
16683468,Modern apartment with private garden,4544932,Joris,,Zuid,52.347840000000005,4.86057,Entire home/apt,7,15,19-10-2019,0.36,1,38
13160513,Bed & Breakfast de Egelantier midden in de Jordaan,73492507,Jolande,,Centrum-West,52.375679999999996,4.8792800000000005,Private room,2,278,08-03-2020,5.66,1,179
3702856,Lovely appartment near Vondelpark & Leidse Square!,15369795,Adam,,De Baarsjes - Oud-West,52.36074,4.85787,Entire home/apt,2,20,31-12-2018,0.29,1,0
33324471,4 person apartment in the centre of Amsterdam!,251037491,Hugo,,Centrum-Oost,52.36332,4.90491,Entire home/apt,2,4,07-10-2019,0.27,1,0
7372331,Amsterdam-South,9555971,Jan,,Zuid,52.35311,4.84783,Entire home/apt,3,10,22-02-2020,0.94,1,84
13759523,Cosy spacious bedroom close to Vondelpark,80668182,Floris,,Slotervaart,52.3535,4.8398699999999995,Private room,2,6,21-08-2016,0.13,1,0
39328528,Canalview apartment,302061510,Marcel,,Centrum-West,52.373059999999995,4.88357,Entire home/apt,4,4,04-12-2019,0.51,1,21
20001770,Shared apartment for business travellers,10344430,Daan,,Zuid,52.34851,4.85088,Private room,10,6,18-11-2019,0.17,2,365
24330997,Spacious apartment near city center,183571773,Sofia,,Osdorp,52.3504,4.79833,Entire home/apt,1,2,07-05-2018,0.08,1,0
16183878,Spacious house with garden on the waterfront,105674547,Barbara,,Oud-Noord,52.39172,4.9369,Entire home/apt,3,3,03-08-2018,0.07,1,0
3123853,Nieuwmarkt | 2 BR | Spacious!,11125718,Maarten,,Centrum-Oost,52.371140000000004,4.90816,Entire home/apt,6,242,10-03-2020,3.3,3,26
21872581,Cozy room in Spacious apartment near Center,4784519,Greg,,Westerpark,52.38411,4.87717,Private room,2,16,24-07-2018,0.52,1,0
29271750,Apartment for rent for May,20964885,Anne-Marie,,IJburg - Zeeburgereiland,52.35975,4.9886800000000004,Entire home/apt,14,0,,,1,129
17688373,Bright & modern apartment with roof terrace | 2BD,120487586,Charlotte,,De Baarsjes - Oud-West,52.36783,4.86108,Entire home/apt,2,25,02-01-2020,0.65,1,27
9410136,charmante privé studio op schip,48790899,Egbert,,Oostelijk Havengebied - Indische Buurt,52.37229,4.94877,Private room,2,268,09-03-2020,4.92,1,128
15652115,first class houseboat studio (middle),97204642,Rinze,,Centrum-West,52.38081,4.88865,Entire home/apt,3,222,15-03-2020,5.05,2,235
15786299,Comfortable room in Amsterdam,102110697,Mike,,Geuzenveld - Slotermeer,52.37872,4.82354,Private room,2,51,20-10-2019,1.16,1,86
8323962,Super cozy app near city centre!,5115247,Billy,,Westerpark,52.38351,4.8721,Entire home/apt,1,24,01-01-2020,0.43,1,0
2961379,Beautiful+Central+2phouse+bath+garden+childroom,7103554,Janne & Timon,,Oud-Oost,52.35269,4.913069999999999,Entire home/apt,2,17,02-01-2020,0.24,2,0
9629614,Beautiful and spacious apartment,12835331,Marcel,,Oud-Oost,52.35714,4.9128300000000005,Entire home/apt,2,86,24-05-2020,1.58,2,9
23098133,Nice light apartment in hot & happening east,150421477,Vincent,,Oostelijk Havengebied - Indische Buurt,52.35948,4.94128,Entire home/apt,3,5,04-08-2019,0.18,1,0
34528165,SPACIOUS AND LUXURIOUS APT | 80m2 | 2BDR,1464510,Wendy And Bram,,De Baarsjes - Oud-West,52.36656,4.85135,Entire home/apt,2,4,21-10-2019,0.34,78,0
12360804,Apartment near centre Amsterdam,47474774,Astrid,,Westerpark,52.3805,4.871659999999999,Entire home/apt,4,20,05-08-2019,0.4,1,18
18859385,Cozy room with balcony,131160277,Grace,,Noord-Oost,52.40356,4.93623,Private room,2,2,30-07-2017,0.05,1,0
6388537,Cozy apartment with sunny garden,5888570,Michel,,De Baarsjes - Oud-West,52.37442,4.858230000000001,Entire home/apt,14,19,11-05-2018,0.32,2,365
31564955,Stylish City Apartment!,236596707,Daan,,Bos en Lommer,52.37955,4.8531,Entire home/apt,2,7,19-03-2019,0.43,1,0
42420296,MODERN LOFT NEAR REMBRANDT SQUARE,276248209,Akul,,Centrum-Oost,52.3628,4.905930000000001,Entire home/apt,5,0,,,19,364
33930506,Canal view home in trendy Old West!,256221430,Erik,,De Baarsjes - Oud-West,52.36158,4.85621,Entire home/apt,3,5,03-01-2020,0.37,1,0
41605598,Private renovated apartment centre Amsterdam,328040320,Folkert,,Centrum-Oost,52.360890000000005,4.8947199999999995,Private room,3,0,,,1,31
9840533,Quiet apartment centre Amsterdam,46077789,Sanne,,Centrum-Oost,52.36163,4.88925,Entire home/apt,2,46,28-07-2019,0.87,1,0
9744814,Room in the best spot @ Herengracht,50273094,Dennis,,Centrum-West,52.369170000000004,4.8868599999999995,Private room,3,0,,,1,0
4479875,Nice and spacious appartement in Amsterdam,23244736,Hp,,Gaasperdam - Driemond,52.300709999999995,4.9884900000000005,Entire home/apt,12,10,15-10-2018,0.34,1,0
40461904,Apartment in the vibrant eastern part of town.,19797363,Suzanne,,Oostelijk Havengebied - Indische Buurt,52.36527,4.93951,Entire home/apt,3,6,12-02-2020,1.06,1,0
6311143,Spacious & light apt. - Museum Area,4828655,Lize,,Zuid,52.3539,4.87467,Entire home/apt,5,9,03-05-2018,0.15,1,160
33380289,"Light, chic & spacious apartment in the centre",98643965,Victoria,,Centrum-Oost,52.35875,4.8935699999999995,Entire home/apt,3,15,30-12-2019,1.1,1,14
17440153,Spacious and Unique Loft nearby Jordaan,22583007,Joost,,Westerpark,52.37705,4.8721,Entire home/apt,3,8,22-10-2018,0.27,1,0
42347692,Apartment on the canals in the center of Amsterdam,5783158,Jason,,Centrum-Oost,52.36169,4.89126,Entire home/apt,2,0,,,1,0
23758441,Amazing Appartement 5min from Vondel Park,178199053,Asma,,De Baarsjes - Oud-West,52.36139,4.85559,Entire home/apt,2,3,14-07-2019,0.27,1,0
36450745,Stanza Relax Noord,270498450,Josse,,Noord-West,52.410579999999996,4.91487,Private room,1,7,14-09-2019,0.66,1,161
41872384,Amsterdam In Style With A Side Of Quiet!,331113200,Jennifer,,Watergraafsmeer,52.34437,4.9147300000000005,Private room,1,4,07-03-2020,1.01,1,199
36258180,Fabulous family apartment with a huge garden.,201871491,Peter,,De Baarsjes - Oud-West,52.36378,4.85745,Entire home/apt,1,0,,,1,357
27309384,Modern big house for 4-6pers Amsterdam,205749958,Bas,,De Aker - Nieuw Sloten,52.34717,4.794,Entire home/apt,2,1,08-02-2019,0.06,1,0
19625328,A modest place on a top location,7156578,Nancy,,Zuid,52.35646,4.8722199999999996,Entire home/apt,4,4,08-08-2017,0.11,2,0
2807515,"Nice room near city centre, balcony, big kitchen",14360575,Josephine,,De Baarsjes - Oud-West,52.36918,4.86304,Private room,2,267,09-03-2020,3.58,1,152
5733280,Room in the center of Amsterdam II,20253982,Inge,,Centrum-West,52.37492,4.880669999999999,Private room,1,388,08-03-2020,6.12,2,334
18815899,"Ground floor apartment, + sunny private garden",131006965,Kelli,,De Pijp - Rivierenbuurt,52.34697,4.89339,Entire home/apt,3,3,06-08-2017,0.09,1,0
13375308,Beautiful and cosy apartment on perfect location !,75974638,Iliana,,Bos en Lommer,52.381609999999995,4.85621,Private room,1,5,31-07-2016,0.1,1,0
13091358,Double bedroom in shared house - Amsterdam,10164178,Merel,,De Pijp - Rivierenbuurt,52.34064,4.90076,Private room,2,10,20-11-2016,0.2,1,0
20869209,Light and spacious family appartement,6462336,Sonja,,Centrum-Oost,52.37004,4.92088,Entire home/apt,2,3,07-01-2018,0.09,1,0
28432101,Cute apartment in-between Westerpark & Jordaan,87232119,Celine,,Westerpark,52.38004,4.86977,Entire home/apt,2,14,23-09-2019,0.67,1,0
17410163,PRIVATE APARTMENT IN CITY CENTRE 5M FROM DAM SQ!,96919556,Coco Suite,,Centrum-Oost,52.36207,4.89326,Private room,2,160,09-03-2020,4.06,1,49
1812912,Sleep in an artpiece @ AWA hotel,9497470,Awa,,De Baarsjes - Oud-West,52.359590000000004,4.86625,Private room,1,1,28-10-2013,0.01,1,0
6339872,"central location, spacious balcony",32404394,Caroline,,Oud-Oost,52.35967,4.928030000000001,Entire home/apt,5,14,13-08-2019,0.23,1,160
3568357,Spacious and light A'dam apartment,14837629,Simone,,Noord-West,52.40404,4.90085,Entire home/apt,2,22,09-07-2016,0.31,1,0
29007722,Beautiful and bright apartment in Amsterdam,218630712,Marie-Anne,,De Pijp - Rivierenbuurt,52.356359999999995,4.88857,Entire home/apt,2,24,15-02-2020,1.21,1,13
14504175,"2 person bedroom,use of garden,kitchen,bathroom",44175289,Cathy,,De Pijp - Rivierenbuurt,52.345290000000006,4.8934,Private room,2,49,31-01-2020,1.08,2,248
43486642,Tropical Lorenzo's Hideaway,27089844,Laurence,,Watergraafsmeer,52.34021,4.91988,Entire home/apt,2,0,,,1,35
6114456,Modern and cozy house in Amsterdam,31723830,L.K.,,Buitenveldert - Zuidas,52.33178,4.87124,Entire home/apt,2,56,31-03-2019,0.9,1,0
26105238,Amsterdam Apartment With Nice Indoor Balcony,196217333,Shane,,Zuid,52.35,4.86287,Entire home/apt,3,7,22-10-2018,0.29,2,0
24458995,Saskia’s House,57234499,Saskia,,Buitenveldert - Zuidas,52.323209999999996,4.85757,Entire home/apt,2,10,28-10-2018,0.44,2,0
3418684,Cosy appartment near Vondelpark & City Centre!,4579320,Victoria,,De Baarsjes - Oud-West,52.365840000000006,4.857530000000001,Entire home/apt,4,35,15-03-2020,0.5,1,38
17170300,Charmant en licht 3- kamerappartement +28m2 terras,111617728,Martijn,,De Pijp - Rivierenbuurt,52.35222,4.9036599999999995,Entire home/apt,2,2,28-07-2018,0.05,1,173
15926617,"Amazing Houseboat, Premium Spot on Amstel River",53052270,Elmer,,Watergraafsmeer,52.346990000000005,4.913469999999999,Entire home/apt,2,32,02-01-2020,0.82,1,73
30027727,Deluxe 1-Bedroom Apt in Vibrant Jordaan District,224306801,Short Stay Group,,Centrum-West,52.38374,4.88671,Hotel room,1,0,,,2,353
13794524,Family house at dyke + lovely garden +free parking,81078255,Marianne,,Oud-Noord,52.3925,4.93163,Entire home/apt,3,13,05-08-2018,0.28,1,0
27563313,Cosy room in East Amsterdam,20818241,Thalia,,Oud-Oost,52.35652,4.91221,Private room,2,23,09-02-2020,2.63,1,0
1088859,sunny artistic attic with terrace,126790,Christopher,,De Baarsjes - Oud-West,52.367940000000004,4.8765,Entire home/apt,4,60,06-10-2019,0.69,1,24
4255200,"Stylish quiet apartment near Zoo, Museum⏹, CCenter",22082242,Hayco & Léonie,,Oud-Oost,52.35821,4.92721,Entire home/apt,1,19,23-10-2018,0.83,2,0
14271057,"Room on beautiful canal, close to center!",19024460,Marco,,De Baarsjes - Oud-West,52.36631,4.85841,Private room,2,15,04-11-2018,0.37,1,0
18031997,Stunning three level apartment in Amsterdam Centre,124027874,Denise,,Centrum-West,52.38404,4.885619999999999,Entire home/apt,6,7,23-04-2019,0.22,1,0
9618303,Beautiful Houseboat near Central Station,4473752,Michiel,,Centrum-Oost,52.37292,4.90685,Entire home/apt,2,19,24-02-2020,0.35,1,0
18121669,Bright & spacious apartment close to city centre,9995049,Mark & Bo,,De Baarsjes - Oud-West,52.37037,4.86185,Entire home/apt,2,32,23-09-2019,0.87,1,0
42875517,Cute family houseboat in Amsterdam!,7594884,"Ruben, Sarah & Lindy",,Oostelijk Havengebied - Indische Buurt,52.3677,4.9499,Entire home/apt,1,0,,,38,0
