Timestamp,Age,Gender,City,Position,Years of experience,Your level,Current Salary,Salary one year ago,Salary two years ago,Are you getting any Stock Options?,Main language at work,Company size,Company type
18/12/2018 13:53:39,37,M,München,Operations,15,Middle,72000,65000,62000,No,English,1000+,Product
18/12/2018 14:11:38,33,M,Tallinn,Software Engineer,10,Senior,38400,,,Yes,English,1000+,Product
18/12/2018 14:16:32,31,M,Berlin,Golang developer,8,Senior,65000,65000,,No,English,10-50,Startup
18/12/2018 14:21:49,30,M,Berlin,Software Engineer,8,Senior,70000,66000,65000,No,English,1000+,Product
18/12/2018 14:23:48,31,F,München,QA,6,Middle,51000,50000,,No,English,50-100,Product
18/12/2018 14:28:00,24,F,München,Softwaredeveloper,4,Middle,57000,43000,,No,English,10-50,Agency
18/12/2018 14:28:27,36,M,Berlin,Senior Software Developer,15,Senior,75000,69000,66000,No,English,100-1000,Product
18/12/2018 14:55:05,40,M,München,Front End developer,12,Senior,69600,65000,62000,No,English,100-1000,Product
18/12/2018 15:21:18,33,M,Köln,Team Lead,10,Senior,85000,80000,77000,No,Deutsch,100-1000,Product
18/12/2018 15:27:24,34,M,München,Software Engineer,10,Senior,68000,,,No,English,100-1000,Product
18/12/2018 15:31:57,31,M,München,Senior software engineer ,9,Senior,65000,,,No,English,1000+,Product
18/12/2018 15:36:09,37,M,Stuttgart,DevOps (MS Stack),6,Senior,58500,12000,10500,No,Deutsch,100-1000,Product
18/12/2018 15:48:51,32,M,Berlin,Head of Data Science,9,Senior,130000,115000,115000,Yes,English,50-100,Startup
18/12/2018 16:15:47,32,M,Frankfurt,DevOps Architect,10,Senior,80000,52000,42000,Yes,English,1000+,Agency
18/12/2018 16:28:33,30,M,Berlin,Sr. Engineer,12,Senior,65000,58000,51000,Yes,English,50-100,Startup
18/12/2018 16:36:17,42,M,Berlin,qa ta architect,15,Senior,68000,62000,62000,No,English,50-100,Product
18/12/2018 17:15:11,32,M,Dublin,.NET Developer,10,Senior,96000,93000,91000,No,English,100-1000,Product
18/12/2018 17:34:39,,M,Zurich,,,,150000,,,Yes,English,1000+,Product
18/12/2018 17:43:31,35,M,Hamburg,Senior PHP Developer,15,Senior,60000,63000,55000,No,Deutsch,10-50,Startup
18/12/2018 18:58:10,29,M,München,Head of Software Engineering ,11,Senior,120000,85000,75000,No,English,50-100,Startup
18/12/2018 19:09:28,27,F,München,QA Engineer,6,Middle,70000,65000,55000,No,English,100-1000,Product
18/12/2018 19:16:53,30,M,,Web Developer,9,Middle,44000,44000,,No,English,100-1000,Product
18/12/2018 19:59:16,27,M,Hamburg,Software Engineer,5,Middle,58500,53500,,No,,100-1000,Agency
18/12/2018 20:17:49,30,F,Berlin,Quality Engineer,9,Middle,55000,43000,,No,English,100-1000,Startup
18/12/2018 20:31:26,30,M,München,Java dev,6,Senior,70000,56000,56000,No,English,50-100,Startup
18/12/2018 20:35:56,28,M,München,,7,Middle,60000,,,No,English,50-100,Startup
18/12/2018 20:46:41,33,M,oslo,,,Senior,80000,70000,,Yes,English,up to 10,Startup
18/12/2018 21:06:49,25,M,Münster,PHP developer,4,Middle,42000,,,No,English,1000+,Product
18/12/2018 21:12:58,35,M,Krakow,Staff Technical Product Manager,7,Senior,47000,,,No,English,100-1000,Product
18/12/2018 21:43:22,31,M,München,PHP Tech Lead,7,Senior,68000,65000,,No,English,100-1000,Product
18/12/2018 21:53:24,33,M,München,.NET Developer,4,Middle,65000,50000,50000,No,Deutsch,1000+,IT Consultancy 
18/12/2018 21:55:11,,F,,UI Designer,10,Senior,56000,,,Yes,Deutsch,10-50,Product
18/12/2018 21:55:29,32,M,,.NET Developer,11,Senior,65000,65000,65000,No,English,50-100,Agency
18/12/2018 22:20:17,,F,Berlin,Pyhon developer,2,Junior,47250,45000,45000,No,English,100-1000,Startup
18/12/2018 22:23:02,33,M,Berlin,C++ Software Developer,12,Senior,87000,77000,70000,Yes,English,1000+,Product
18/12/2018 22:30:11,32,M,München,Java Team Lead,12,Senior,85000,80000,75000,No,English,100-1000,Product
18/12/2018 22:40:10,35,F,München,Quality assurance,3,Junior,39000,38000,38000,No,English,100-1000,Product
18/12/2018 23:13:00,40,F,Frankfurt,DB ,4,Middle,65000,,,,Deutsch,100-1000,
19/12/2018 00:39:49,28,M,Berlin,Data Scientist,6,Senior,65000,55000,,Yes,English,10-50,Startup
19/12/2018 09:46:25,35,M,München,Senior Software Developer,13,Senior,65000,65000,,No,Deutsch,1000+,Product
19/12/2018 10:19:56,34,M,Berlin,Software Developer,15,Senior,69000,60000,60000,No,English,100-1000,Product
19/12/2018 10:27:08,31,M,Berlin,Fullstack Engineer,8,Senior,77000,72000,54000,No,English,100-1000,Product
19/12/2018 10:33:03,32,M,Berlin,Software engineer,7,Senior,73000,68000,69000,No,Deutsch,100-1000,Product
19/12/2018 10:34:21,32,M,Berlin,Senior automation qa,10,Senior,65000,80000,55000,No,English,100-1000,Product
19/12/2018 10:35:53,30,M,München,Android developer,5,Senior,60000,60000,,No,English,1000+,Product
19/12/2018 10:47:26,29,F,München,QA automation ,6,Middle,55000,,,Yes,English,100-1000,Agency
19/12/2018 11:17:07,60,F,München,PL SQL / C#,38,,58000,58000,58000,No,Deutsch,up to 10,Product
19/12/2018 11:29:18,50,M,Köln,Senior Consulter,20,Senior,72000,72000,67000,Yes,Deutsch,1000+,IT Service Provider
19/12/2018 12:23:56,29,M,München,Senior Java Developer,6,Senior,75000,70000,,No,English,10-50,Product
19/12/2018 12:28:51,31,M,Frankfurt,devops,5,Middle,55000,55000,47500,No,English,100-1000,Startup
19/12/2018 12:35:39,29,M,Berlin,Team Lead,7,Senior,70000,65000,50000,No,English,100-1000,Product
19/12/2018 12:36:41,36,M,Tallinn,,15,Senior,57000,55000,53500,Yes,English,1000+,Product
19/12/2018 12:37:33,31,M,Frankfurt,Cloud Architect,10,Senior,75000,65000,55000,No,English,10-50,Agency
19/12/2018 12:53:51,34,M,München,CTO,12,Senior,70000,95000,75000,Yes,Deutsch/Englisch,10-50,Product
19/12/2018 13:13:37,31,M,Berlin,C++ Developer,4,Senior,65000,45000,40000,No,English,1000+,Product
19/12/2018 13:40:18,47,M,München,SharePoint Developer,11,Senior,66000,66000,65000,No,Deutsch,1000+,"non-IT, manufacturing"
19/12/2018 13:55:15,,M,London,Big Data Developer ,10,Senior,90000,90000,70000,No,English,1000+,Bank 
19/12/2018 14:00:34,43,M,München,DWH expert,10,Senior,88000,85000,83000,Yes,English,1000+,Insurance
19/12/2018 14:03:52,33,M,München,Senior Full stack developer,7,Senior,70000,70000,65000,No,English,100-1000,Product
19/12/2018 14:17:38,32,M,Hildesheim,C++ developer,12,Senior,60000,60000,60000,No,English,1000+,Product
19/12/2018 14:32:15,,M,München,Android dev.,7,Middle,78000,75000,75000,No,Deutsch,50-100,Product
19/12/2018 15:30:31,47,M,Berlin,Java Developer,10,Senior,64500,64000,62000,No,Deutsch,100-1000,IT-Beratung
19/12/2018 15:39:37,31,M,Berlin,Senior Data Scientist,7,Senior,96000,85000,85000,Yes,English,100-1000,Product
19/12/2018 15:40:32,,M,Berlin,Frontend Developer,7,Senior,68000,64000,60000,No,English,100-1000,Startup
19/12/2018 15:50:09,40,M,Dublin,Senior Embedded Developer,20,Senior,80000,72000,72000,No,English,10-50,Startup
19/12/2018 15:55:31,33,M,Berlin,Computer Vision Engineer,10,Senior,122000,110000,102000,Yes,English,1000+,Product
19/12/2018 16:02:32,46,M,London,Data Engineer,21,Middle,90000,90000,90000,No,English,100-1000,Startup
19/12/2018 16:19:01,27,M,München,Software Engineer,2,Junior,55000,55000,,No,English,1000+,Product
19/12/2018 16:36:52,43,M,Frankfurt,C#.net Developer,18,Senior,60000,60000,60000,No,English,1000+,Consulting
19/12/2018 16:37:02,32,F,Hamburg,QA Lead,10,,65000,65000,55000,Yes,English,50-100,Startup
19/12/2018 17:01:14,34,M,München,QA,10,Middle,70000,,,No,Deutsch,100-1000,Product
19/12/2018 17:21:50,38,M,Berlin,Team Lead,15,Senior,75000,65000,60000,No,English,1000+,Product
19/12/2018 17:30:09,31,F,München,Java Developer,9,Senior,65000,,,No,English,50-100,Startup
19/12/2018 17:45:39,31,M,Berlin,iOS Developer,4,Middle,60000,52600,48000,Yes,English,100-1000,Product
19/12/2018 17:49:22,32,M,Frankfurt,It security ,15,Senior,165000,130000,110000,Yes,English,up to 10,Agency
19/12/2018 18:18:05,34,M,München,Deep Learning Engineer,9,Senior,138000,124000,124000,No,English,1000+,Product
19/12/2018 19:41:22,42,M,München,Application Engineer ,19,Senior,110000,105000,103000,Yes,English,1000+,Product
19/12/2018 20:15:34,,M,Berlin,Devops,10,Senior,60000,55000,,No,English,50-100,Startup
19/12/2018 20:53:38,30,M,München,iOS Developer,5,Middle,58000,,,No,English,100-1000,Startup
19/12/2018 21:08:48,26,M,Köln,Software Engineer (java),1.5,Junior,46000,44000,18000,No,Deutsch,1000+,Technology Consulting
19/12/2018 21:21:28,27,M,Berlin,Senior Software Engineer,5,Senior,73000,69000,60000,No,English,10-50,Startup
19/12/2018 21:34:04,36,M,München,Senior Data Engineer,14,Senior,68000,,,No,English,100-1000,Agency
19/12/2018 21:34:13,36,M,München,Senior Data Engineer,14,Senior,68000,,,No,English,100-1000,Agency
19/12/2018 21:43:05,30,F,Berlin,android developer,5,Middle,52000,,,No,English,1000+,Product
19/12/2018 22:53:11,26,M,Köln,PHP Symfony,6,Senior,60000,50000,,No,English,10-50,Startup
20/12/2018 00:38:28,32,M,Stuttgart,C#,7,Middle,74000,55000,50000,Yes,Deutsch,1000+,Product
20/12/2018 07:51:44,26,M,"Krakow, Poland",Senior Software Engineer,4.5,Senior,39150,33550,27950,No,English,1000+,outsource
20/12/2018 08:13:59,25,M,München,Java Full-Stack Developer,2,Junior,60000,10800,10800,No,English,100-1000,Product
20/12/2018 08:15:29,33,M,Rosenheim,IT Infrastructure consultant,15,Senior,48000,48000,,No,Deutsch,10-50,IT Consultants
20/12/2018 08:20:25,29,M,Berlin,iOS Developer ,8,Senior,60000,60000,,No,English,50-100,Product
20/12/2018 09:05:47,30,M,Hamburg,1С,5,Middle,24000,24000,15000,Yes,Russian,50-100,Agency
20/12/2018 09:19:23,,M,Darmstadt,Java Developer,9,Senior,70000,65000,62000,No,English,50-100,Agency
20/12/2018 09:27:44,,M,Stuttgart ,Senior Software Developer,8,Senior,72000,65000,55000,No,English,1000+,Agency
20/12/2018 10:05:48,30,M,Hamburg,Hardware Developer,4,Middle,40800,38000,38000,No,Deutsch,up to 10,Agency
20/12/2018 10:22:10,30,F,München,Software Tester,5,Middle,50000,46000,44000,No,Deutsch,50-100,Product
20/12/2018 10:46:50,36,M,München,Web-Entwickler,5,Middle,53000,51000,,No,English,50-100,Product
20/12/2018 11:01:51,40,M,München,Architekt,18,Senior,89000,80000,76000,Yes,Deutsch,50-100,Product
20/12/2018 11:30:15,26,M,Berlin,PHP Developer,8,Middle,50000,45000,,Yes,English,10-50,Startup
20/12/2018 12:06:50,29,M,Berlin,QA,8,Senior,67500,67500,50000,No,English,100-1000,Product
20/12/2018 12:25:26,28,F,Frankfurt,Test Automation Engineer,3,Middle,50000,43000,40000,Yes,Deutsch,50-100,Consulting
20/12/2018 12:28:28,35,F,Berlin,ML/Research (30 hours weekly),,Middle,37000,45000,45000,No,Deutsch,100-1000,Hochschule/university
20/12/2018 12:49:16,,M,Berlin,Senior iOS Developer,6,Senior,80000,62000,53000,No,English,1000+,Product
20/12/2018 14:17:32,,M,Karlsruhe,Electrical Engineer,4,Middle,45000,42000,40000,No,Deutsch,10-50,Product
20/12/2018 14:35:37,29,M,München,Senior Java Developer,8,Senior,80000,100000,,No,English,100-1000,Product
20/12/2018 16:07:33,52,M,bremen,Sysadmin,5,Middle,33600,33600,33600,No,Deutsch,up to 10,ISP
20/12/2018 16:54:51,34,M,München,Research Scientist (AI),8,Senior,132000,125000,120000,Yes,English,1000+,Product
20/12/2018 17:40:43,39,M,Hamburg,Software Engineer,5,Middle,87500,84500,,Yes,English,1000+,Product
20/12/2018 18:53:02,30,M,Stockholm,Java Developer,12,Senior,65000,63000,52000,Yes,English,1000+,Product
20/12/2018 19:23:53,38,M,Berlin,Senior Research Engineer,14,Senior,128000,119000,119000,Yes,English,1000+,Product
20/12/2018 19:25:07,26,M,München,Frontend Developer,3,Junior,37000,37000,37000,Yes,Deutsch,up to 10,Startup
20/12/2018 22:38:36,33,F,München,Sr project manager,11,Senior,120000,85000,72000,No,English,1000+,Product
20/12/2018 22:39:21,42,M,München,,18,Senior,180000,120000,90000,No,Deutsch,1000+,
21/12/2018 00:30:25,35,M,Berlin,.net c# developer,14,Senior,55000,,,No,English,50-100,Product
21/12/2018 03:36:12,35,M,Berlin,Scala Developer,10,Senior,78000,70000,,No,English,1000+,Product
21/12/2018 10:04:21,,M,Brussels,C++ Lead Developer,12,Senior,75000,65000,45000,Yes,English,1000+,Product
21/12/2018 10:42:50,31,M,Luxembourg,Network engineer,8,Middle,72000,70000,70000,No,English,100-1000,Product
21/12/2018 11:59:26,37,M,Stuttgart,PHP developer,6,Senior,57000,51000,,No,English,100-1000,Product
21/12/2018 14:10:43,30,M,München,iOS Developer,7,Senior,68000,68000,60000,No,English,100-1000,Product
21/12/2018 14:23:17,26,M,München,Java Developer,5,Middle,58000,58000,,No,English,100-1000,Agency
21/12/2018 14:36:29,32,M,München,backend developer,10,Senior,65000,65000,55000,No,English,100-1000,Product
21/12/2018 14:56:31,30,M,München,data scientist,5,Middle,60000,59000,58000,No,English,100-1000,Product
21/12/2018 15:21:40,31,M,Berlin,Security Researcher,5,Senior,90000,85000,70000,No,English,1000+,Product
21/12/2018 15:29:51,32,F,Dublin,Software engineer,6,Middle,90000,40000,36000,Yes,English,1000+,Product
21/12/2018 17:23:57,28,M,Berlin,team lead,5,Senior,77000,65000,55000,No,English,50-100,Product
21/12/2018 19:20:15,33,M,Nürnberg ,Java Developer ,6,Senior,90000,65000,50000,No,Deutsch,100-1000,Agency
21/12/2018 19:20:59,33,M,Nürnberg ,Java Developer ,6,Senior,90000,65000,50000,No,Deutsch,100-1000,Agency
21/12/2018 20:52:25,27,M,Berlin,Senior javascript developer,7,Senior,57500,55000,,No,English,100-1000,Product
21/12/2018 21:01:44,43,M,Schleswig-Holstein,Senior .NET Engineer,16,Senior,103000,93000,90000,No,Deutsch,50-100,Product
21/12/2018 22:17:29,31,M,Riga,,11,Senior,55000,,50000,No,English,1000+,Product
21/12/2018 22:53:31,30,M,Köln,Software developer,5,Senior,70000,65000,,No,English,10-50,Product
21/12/2018 23:49:39,32,M,Berlin,Data Science Team Lead,8,Senior,125000,106000,98000,Yes,English,100-1000,Product
22/12/2018 10:39:18,35,M,Berlin,PHP Developer,8,Senior,57000,54000,36000,No,English,10-50,Product
22/12/2018 11:03:16,26,F,Berlin,Data Scientist,1,Junior,56000,48000,,No,English,50-100,Startup
22/12/2018 11:10:31,33,M,Stuttgart,Product Security Engineer,12,Senior,78000,55000,52000,No,Deutsch,1000+,Product
22/12/2018 11:39:33,33,M,Berlin,Php developer,12,Senior,66000,60000,55000,Yes,English,100-1000,Product
22/12/2018 12:32:20,38,M,München,Devops,15,Senior,67000,62000,,No,English,50-100,Product
22/12/2018 13:35:53,31,M,Berlin,Java Developer,9,Middle,70000,67000,65000,No,English,1000+,Product
22/12/2018 13:49:00,37,M,Berlin,Javascript Engineer,8,Senior,75000,60000,50000,No,English,1000+,Product
22/12/2018 14:29:51,27,M,Berlin,DevOps,10,Senior,60000,80000,56000,No,English,100-1000,Agency
22/12/2018 14:58:30,,M,München,Senior DevOps,,Senior,90000,80000,60000,No,English,100-1000,Fin Tech
22/12/2018 17:01:02,31,F,Frankfurt,IT recruiter ,,Senior,90000,60000,45000,No,Deutsch,100-1000,Agency
22/12/2018 17:25:53,33,F,Berlin,NAV Developer ,10,Middle,55000,55000,60000,No,English,100-1000,Startup
22/12/2018 18:56:42,37,M,München,C++  developer,15,Senior,80000,77000,65000,No,English,100-1000,Product
22/12/2018 19:57:57,36,M,München,Solution Architect,14,Senior,112000,,,No,English,1000+,Outsourcing
22/12/2018 20:10:58,33,M,München,Javascript Developer,10,Senior,72000,69000,66000,No,Deutsch,1000+,Product
22/12/2018 20:38:00,30,M,München,Senior iOS developer,10,Senior,70000,70000,75000,No,English,10-50,Startup
22/12/2018 21:42:28,34,M,Berlin,Machine Learning Engineer,9,Senior,120000,105000,105000,,English,100-1000,Product
22/12/2018 22:32:17,30,F,München,Frontend developer ,1,Junior,50000,,,No,Deutsch,50-100,Product
23/12/2018 02:03:23,36,M,Koblenz,System Administrator (Windows),18,Senior,42000,,,No,Deutsch,10-50,Outsourcing
23/12/2018 10:00:57,31,M,München,DevOps,11,Senior,80000,65000,60000,Yes,English,1000+,Product
23/12/2018 11:39:45,31,M,München,Lead DevOps,8,Senior,65000,60000,,No,English,50-100,Startup
23/12/2018 12:54:37,33,M,Frankfurt,Lead Java Developer,11,Senior,72000,72000,68000,No,English,100-1000,Product
23/12/2018 15:08:36,32,M,Berlin,Software Engineer,9,Senior,83000,70000,66000,No,English,50-100,Blockchain technology
23/12/2018 15:16:21,27,M,Berlin,Java Developer,6,Middle,60000,67000,51000,No,English,1000+,Retail
23/12/2018 15:30:20,35,M,München,,12,Senior,84000,78000,72000,No,Deutsch,up to 10,Startup
23/12/2018 15:31:48,25,M,München,DWH Developer,4,Senior,70000,,,No,English,1000+,Agency
23/12/2018 15:33:22,34,M,Berlin,QA Lead,10,Senior,65000,60000,,Yes,English,50-100,Product
23/12/2018 16:23:52,34,M,Hamburg,Software Developer ,10,Senior,68000,62000,,No,English,100-1000,Product
23/12/2018 16:37:28,35,M,München,Backend Engineer,12,Senior,70000,64000,61000,No,English,50-100,Product
23/12/2018 17:51:44,34,M,München,Senior Software Testing Engineer,11,Senior,72000,68000,65000,No,English,1000+,Product
23/12/2018 18:59:15,33,M,homeoffice,DevOps,15,Senior,65000,65000,,No,Deutsch,up to 10,Agency
23/12/2018 19:15:03,26,M,Berlin,Full-stack developer,5,Senior,65000,54000,40000,No,English,100-1000,Startup
24/12/2018 08:47:03,30,M,Vienna,Software developer,7,Middle,42000,44800,44800,No,English,50-100,Consult
24/12/2018 10:39:45,29,F,Berlin,qa,5,Middle,40000,40000,32000,No,English,50-100,Startup
24/12/2018 10:49:15,33,M,München,Test Automation Engineer,4,Middle,60000,,,No,English,50-100,Product
24/12/2018 11:20:58,28,M,Berlin,iOS Developer ,6,Middle,48000,48000,48000,No,English,100-1000,Product
24/12/2018 17:36:56,33,M,Moscow,Sap developer,10,Senior,50000,,,No,Russian,1000+,Agency
24/12/2018 18:49:59,27,M,Berlin,Scrum Master,4,Senior,62000,,,No,English,100-1000,Agency
25/12/2018 09:57:07,33,F,Berlin,Java Developer,4,Middle,55000,54000,39000,No,English,1000+,Product
25/12/2018 12:45:52,30,M,Berlin,Full stack,10,Senior,75000,70000,70000,Yes,English,100-1000,Product
25/12/2018 12:51:46,29,M,Berlin,SDET,3,Middle,58000,57000,,No,Deutsch,10-50,Product
25/12/2018 13:02:57,32,M,Berlin,Senior Sotfware Engineer (Typescript/Javascript),9,Senior,65000,60000,60000,No,English,1000+,Product
25/12/2018 13:08:55,,M,München,c# developer,15,Middle,53600,52200,47000,No,Deutsch,10-50,Product
25/12/2018 21:42:08,28,M,München,Software Tester,7,Senior,60000,56000,,No,English,100-1000,Product
25/12/2018 21:42:19,28,M,München,Software Tester,7,Senior,60000,56000,,No,English,100-1000,Product
25/12/2018 23:47:53,31,M,,Data analyst,3,Middle,51600,,,No,English,100-1000,Product
26/12/2018 09:25:19,33,M,Limassol,PHP Developer,12,Senior,39600,36000,36000,No,Russian,100-1000,Product
26/12/2018 11:08:06,,M,Berlin,Solution Architect,3,Senior,60500,55000,28000,No,Deutsch,10-50,Agency
26/12/2018 14:16:31,37,M,Berlin,Software engineer,15,Senior,65000,55000,50000,No,English,10-50,Startup
26/12/2018 14:37:31,30,M,saint petersburg,c++,10,Senior,15000,14000,13000,No,Russian,100-1000,Product
26/12/2018 16:04:40,30,M,München,Business Analyst,7,Senior,120000,110000,100000,No,English,1000+,Product
26/12/2018 19:42:47,,M,München,Fullstack,15,Senior,130000,90000,90000,No,English,100-1000,Product
27/12/2018 07:53:59,33,M,,Java Developer,1,Junior,42000,,,No,English,50-100,Agency
27/12/2018 09:30:49,28,M,Köln,.net developer,3,Middle,45000,40000,,No,Deutsch,10-50,Product
27/12/2018 12:34:03,37,M,Erlangen,Projectingenieur,7,Senior,85000,78000,74000,Yes,Deutsch,1000+,Product
27/12/2018 13:58:13,32,M,Frankfurt,Java Developer,,Senior,72000,68600,60000,No,English,100-1000,Product
27/12/2018 20:07:09,36,M,München,Frontend Developer,5,Middle,60000,,,No,English,50-100,Agency
28/12/2018 00:00:48,30,M,Berlin,Full Stack Developer,10,Middle,47000,47000,38000,No,English,10-50,Product
28/12/2018 13:37:45,,M,München,C++ Developer,5,Middle,75000,60000,55000,No,English,10-50,Project-based software development
28/12/2018 18:07:36,39,M,,Gruppenleiter Testing,10,Senior,130000,129000,125000,No,Deutsch,100-1000,
29/12/2018 00:06:13,29,M,München,.net developer,8,Senior,77000,55000,44000,No,English,1000+,Product
29/12/2018 11:12:09,35,F,,Java Developer,2,Junior,42000,39000,,No,Deutsch,10-50,Product
29/12/2018 17:04:41,36,F,München, Java Developer,7,Senior,80000,75000,72000,No,English,1000+,Automotive
29/12/2018 17:45:46,37,M,Berlin,Teamlead,17,Senior,95000,85000,70000,No,English,100-1000,
29/12/2018 20:02:46,29,M,Berlin,Senior Frontend Developer,9,Senior,60000,55000,52000,Yes,English,100-1000,Product
30/12/2018 09:43:24,,M,München,QA,7,Senior,71000,68000,64000,No,English,100-1000,Product
30/12/2018 10:08:25,,M,München,Full stack developer ,5,Senior,60000,,,No,English,10-50,Startup
30/12/2018 10:34:03,32,M,Berlin,Director of Engineering,10,Senior,115000,95000,70000,Yes,English,100-1000,Product
30/12/2018 18:53:11,32,M,München,Solutions architect,11,Senior,75000,65000,60000,No,English,100-1000,Startup
30/12/2018 22:14:57,30,M,Bonn,Software Developer,7,Senior,62500,55000,48000,No,English,10-50,Product
30/12/2018 22:21:56,38,M,Siegen,PCB Designer,15,Middle,64000,58000,,Yes,Russian,100-1000,Product
31/12/2018 07:45:22,42,M,München,IT специалист,18,Senior,127000,123000,118000,No,Deutsch,1000+,Automotive
31/12/2018 10:58:13,27,M,München,Software Developer,6,Middle,65000,65000,50000,No,Deutsch,100-1000,Product
31/12/2018 16:29:27,42,M,Berlin,Ruby Developer,20,Senior,93000,65000,,Yes,English,1000+,Product
31/12/2018 21:40:32,26,F,Berlin,Front End Developer ,3,Junior,27000,,,No,English,10-50,Product
31/12/2018 21:41:26,26,M,Berlin,QA,7,Middle,33000,30000,,No,English,50-100,Product
01/01/2019 10:19:48,33,M,Remote Germany,Engineering Manager,0,Senior,83200,80000,70000,Yes,English,100-1000,Startup
01/01/2019 20:37:11,30,,Berlin,Software Engineer ,10,Senior,85000,75000,65000,Yes,English,50-100,Product
01/01/2019 21:07:07,34,M,Berlin,Project Manager,10,Senior,74000,,,No,English,100-1000,Product
02/01/2019 10:42:28,31,F,Berlin,QA,9,Senior,42000,42000,,Yes,English,10-50,Startup
02/01/2019 10:43:31,44,M,Berlin,C# Developer,20,Senior,65000,60000,58000,No,Deutsch,50-100,Product
02/01/2019 17:47:17,,M,Stuttgart,C++ Developer,8,Senior,80400,67000,60000,No,English,1000+,OEM
02/01/2019 22:32:08,27,F,Frankfurt,Associate IT Consultant,0,Junior,50000,10001,10001,No,English,100-1000,Consulting (banking)
03/01/2019 14:01:31,30,M,Berlin,Principal Software Engineer,10,Senior,75000,72000,36000,Yes,English,1000+,Product
03/01/2019 17:37:31,25,M,"Ireland, Dublin",C# dev,5,Middle,50000,,,No,English,100-1000,Agency
05/01/2019 15:01:25,35,M,Köln,DevOps Engineer,11,Middle,60000,,,No,English,10-50,Startup
06/01/2019 15:20:04,26,M,Berlin,Java Script developer,5,Senior,62500,60000,52000,Yes,English,1000+,Product
07/01/2019 13:59:53,34,M,Frankfurt,BI Consultant,11,Senior,65000,55000,55000,No,Deutsch,1000+,IT Consulting
08/01/2019 21:21:55,36,M,Köln,Software Tester,5,Senior,53000,,,No,Deutsch,100-1000,Agency
09/01/2019 10:31:26,35,M,Berlin,Backend Developer,12,Senior,70000,65000,60000,No,English,100-1000,Product
14/01/2019 10:13:07,29,F,Berlin,Senior Tech recruiter,7,Senior,55000,,,No,English,50-100,Agency
18/01/2019 08:18:53,33,M,Köln,.NET Developer,12,Senior,60000,,,No,English,up to 10,Product
20/01/2019 03:50:44,28,M,Darmstadt,Computer Vision Intern,2,,13000,,,No,English,50-100,Product
20/01/2019 14:36:15,34,M,Berlin,Devops Engineer,3,Middle,52000,47000,39000,Yes,English,50-100,Product
21/01/2019 16:05:38,,F,München,Software tester,8,Middle,40000,40000,38000,No,Deutsch,100-1000,Product
04/02/2019 14:31:56,33,M,Berlin,Producer,7,Senior,69000,67000,64500,No,English,1000+,Product
05/02/2019 12:48:23,30,F,Berlin,Project Manager,11,Senior,65000,55000,,No,English,10-50,Startup
05/02/2019 19:08:50,38,M,Berlin,PHP Developer,18,Senior,68000,65000,60000,No,English,1000+,Product
10/02/2019 18:42:52,31,M,München,Android Developer,6,Middle,65000,63000,58000,No,English,50-100,Product
22/02/2019 11:27:17,35,F,München,Product Manager,10,Senior,80000,,,No,English,50-100,Product
27/02/2019 21:40:21,32,M,Berlin,Senior QA Engineer,9,Senior,71500,68000,60000,Yes,English,100-1000,Startup
27/02/2019 21:51:06,,,,,,,,,,,,,
28/02/2019 16:33:15,,,,,,,,,,,,,
26/03/2019 22:17:53,40,M,München,Senior PHP developer,12,Senior,50000,50000,41000,No,English,50-100,Product
03/04/2019 10:10:41,,M,Frankfurt,,,Junior,,,,No,Deutsch,1000+,Product
13/05/2019 20:50:51,,,,,,,,,,,,,
16/05/2019 23:36:03,,,,,,,,,,,,,
22/05/2019 00:54:42,,M,München,,,Senior,70000,,,,,,
25/05/2019 16:38:34,,,,,,,,,,,,,
25/05/2019 16:38:46,,,,,,,,,,,,,
02/06/2019 22:53:41,31,M,München,,1,Junior,51000,,,No,Deutsch,1000+,Agency
03/06/2019 22:58:13,40,M,Berlin,Senior Java developer,20,Senior,75000,,,No,English,50-100,Product
14/06/2019 09:07:43,,M,Frankfurt,SAP Developer,8,Senior,80000,75000,65000,No,Deutsch,100-1000,Product
03/08/2019 13:35:09,37,M,Köln,Software Tester,5,Middle,53000,53000,,No,Deutsch,10-50,Agency
09/08/2019 11:53:32,51,M,Oberhausen,Sr. Database Entwickler (Oracle/Java),25,Senior,78000,76500,75000,No,Deutsch,100-1000,Product
22/08/2019 21:04:57,,,,,,,,,,,,,
12/09/2019 13:05:24,,M,estonia,32,3,Senior,55555,55555,55555,No,English,up to 10,Agency
08/10/2019 16:45:46,29,M,Andernach,Java Developer,1,Junior,42000,,,No,Russian,up to 10,
27/10/2019 09:25:28,25,M,München,Developer,4,Middle,60000,55000,,No,English,1000+,Product
23/11/2019 08:30:53,,M,Berlin,Lead software engineer,17,Senior,85000,83000,80000,No,English,1000+,Product
28/11/2019 20:39:45,,,,,,,,,,,,,
26/12/2019 17:09:25,33,M,Nürnberg ,Project Manager ,11,Senior,75000,70000,,Yes,English,1000+,Product
29/12/2019 22:54:18,,,,,,,,,,,,,
06/01/2020 13:38:05,30,M,München,Softwareentwickler,10,Middle,75000,50000,,No,Deutsch,100-1000,Agency
05/03/2020 16:50:43,52,M,Köln,IT Engineer,30,Middle,63000,80000,80000,No,English,1000+,Agency
11/03/2020 23:23:19,,,,,,,,,,,,,
31/05/2020 16:28:15,,M,Berlin,,,,,,,,,,
